mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3),date,mid_pt_datetime_CS2,evolving_outlines_area (m^2)_CS2,evolving_outlines_dh (m)_CS2,evolving_outlines_region_dh (m)_CS2,evolving_outlines_dh_corr (m)_CS2,evolving_outlines_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,32278549,-0.45,0.02,-0.47,-15170918,2019-01-01,2019-01-01 00:00:00,33063776.0,-0.45,0.02,-0.47,-15539975.0,Whillans_6
2019-04-02 13:30:00,51148996,-0.42,0.08,-0.5,-25574498,2019-04-02,2019-04-02 06:00:00,43543847.0,-0.49,0.01,-0.5,-21771924.0,Whillans_6
2019-07-02 21:00:00,12935720,-0.34,0.04,-0.38,-4915574,2019-07-02,2019-07-02 12:00:00,46398616.0,-0.47,0.03,-0.5,-23199308.0,Whillans_6
2019-10-02 04:30:00,45433475,-0.57,0.11,-0.68,-30894763,2019-10-02,2019-10-01 18:00:00,43791250.0,-0.46,0.07,-0.53,-23209362.0,Whillans_6
2020-01-01 12:00:00,57867116,-0.52,-0.0,-0.52,-30090900,2020-01-01,2020-01-01 00:00:00,31345808.0,-0.4,0.07,-0.47,-14732530.0,Whillans_6
2020-04-01 19:30:00,1486647,-0.35,0.1,-0.45,-668991,2020-04-01,2020-04-01 12:00:00,112448.0,-0.29,0.05,-0.34,-38232.0,Whillans_6
2020-07-02 03:00:00,0,0.0,0.08,0.0,0,2020-07-02,2020-07-02 00:00:00,0.0,0.0,0.04,0.0,0.0,Whillans_6
2020-10-01 10:30:00,9244091,0.37,0.07,0.3,2773227,2020-10-01,2020-10-01 12:00:00,0.0,0.0,0.05,0.0,0.0,Whillans_6
2020-12-31 18:00:00,3559183,0.34,-0.04,0.38,1352490,2020-12-31,2021-01-01 00:00:00,0.0,0.0,0.03,0.0,0.0,Whillans_6
2021-04-02 01:30:00,0,0.0,-0.03,0.0,0,2021-04-02,2021-04-02 06:00:00,0.0,0.0,0.02,0.0,0.0,Whillans_6
2021-07-02 09:00:00,22143491,0.33,0.17,0.16,3542959,2021-07-02,2021-07-02 12:00:00,0.0,0.0,0.02,0.0,0.0,Whillans_6
