mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3),date,mid_pt_datetime_CS2,evolving_outlines_area (m^2)_CS2,evolving_outlines_dh (m)_CS2,evolving_outlines_region_dh (m)_CS2,evolving_outlines_dh_corr (m)_CS2,evolving_outlines_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,80731667.0,-0.37,-0.14,-0.23,-18568284.0,2019-01-01,2019-01-01 00:00:00,80910973.0,-0.37,-0.14,-0.2300000041723251,-18609524.0,Totten_1
2019-04-02 13:30:00,,,-0.03,,,2019-04-02,2019-04-02 06:00:00,20792438.0,-0.34,-0.1,-0.2399999946355819,-4990185.0,Totten_1
2019-07-02 21:00:00,,,-0.03,,,2019-07-02,2019-07-02 12:00:00,,,-0.06,,,Totten_1
2019-10-02 04:30:00,,,0.06,,,2019-10-02,2019-10-01 18:00:00,,,-0.03,,,Totten_1
2020-01-01 12:00:00,,,-0.02,,,2020-01-01,2020-01-01 00:00:00,,,-0.01,,,Totten_1
2020-04-01 19:30:00,,,0.08,,,2020-04-01,2020-04-01 12:00:00,,,0.0,,,Totten_1
2020-07-02 03:00:00,,,0.02,,,2020-07-02,2020-07-02 00:00:00,,,0.01,,,Totten_1
2020-10-01 10:30:00,23920437.0,0.34,0.16,0.18,4305678.0,2020-10-01,2020-10-01 12:00:00,,,0.02,,,Totten_1
2020-12-31 18:00:00,,,0.06,,,2020-12-31,2021-01-01 00:00:00,,,0.02,,,Totten_1
2021-04-02 01:30:00,,,-0.07,,,2021-04-02,2021-04-02 06:00:00,,,0.01,,,Totten_1
2021-07-02 09:00:00,,,0.11,,,2021-07-02,2021-07-02 12:00:00,,,0.01,,,Totten_1
