mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3),date,mid_pt_datetime_CS2,evolving_outlines_area (m^2)_CS2,evolving_outlines_dh (m)_CS2,evolving_outlines_region_dh (m)_CS2,evolving_outlines_dh_corr (m)_CS2,evolving_outlines_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,74944114.0,0.48,0.04,0.44,32975410.0,2019-01-01,2019-01-01 00:00:00,74944114.0,0.48,0.04,0.4399999976158142,32975410.0,Lake78
2019-04-02 13:30:00,121261952.0,-0.55,-0.01,-0.54,-65481456.0,2019-04-02,2019-04-02 06:00:00,4567758.0,-0.38,0.03,-0.4099999964237213,-1872781.0,Lake78
2019-07-02 21:00:00,37772740.0,-0.43,0.05,-0.48,-18130914.0,2019-07-02,2019-07-02 12:00:00,10143320.0,-0.37,-0.02,-0.3499999940395355,-3550162.0,Lake78
2019-10-02 04:30:00,56925810.0,0.4,0.25,0.15,8538872.0,2019-10-02,2019-10-01 18:00:00,3314193.0,0.35,0.03,0.3199999928474426,1060542.0,Lake78
2020-01-01 12:00:00,125560435.0,0.74,-0.01,0.75,94170320.0,2020-01-01,2020-01-01 00:00:00,105120239.0,0.47,0.07,0.4000000059604645,42048096.0,Lake78
2020-04-01 19:30:00,120459730.0,0.58,0.02,0.56,67457448.0,2020-04-01,2020-04-01 12:00:00,17205146.0,0.36,0.07,0.2899999916553497,4989492.0,Lake78
2020-07-02 03:00:00,79831472.0,-0.64,0.14,-0.78,-62268544.0,2020-07-02,2020-07-02 00:00:00,15729359.0,-0.44,0.06,-0.5,-7864680.0,Lake78
2020-10-01 10:30:00,75609051.0,-0.63,0.03,-0.66,-49901972.0,2020-10-01,2020-10-01 12:00:00,31694510.0,-0.47,0.03,-0.5,-15847255.0,Lake78
2020-12-31 18:00:00,,,-0.06,,,2020-12-31,2021-01-01 00:00:00,,,-0.02,,,Lake78
2021-04-02 01:30:00,46897349.0,0.52,-0.07,0.59,27669434.0,2021-04-02,2021-04-02 06:00:00,,,-0.04,,,Lake78
2021-07-02 09:00:00,7738569.0,-0.4,0.23,-0.63,-4875298.0,2021-07-02,2021-07-02 12:00:00,,,-0.04,,,Lake78
