mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3),date,mid_pt_datetime_CS2,evolving_outlines_area (m^2)_CS2,evolving_outlines_dh (m)_CS2,evolving_outlines_region_dh (m)_CS2,evolving_outlines_dh_corr (m)_CS2,evolving_outlines_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,6118425.0,0.68,-0.01,0.69,4221713.0,2019-01-01,2019-01-01 00:00:00,6198921.0,0.68,-0.01,0.6899999976158142,4277256.0,Slessor_23
2019-04-02 13:30:00,91769093.0,0.96,0.09,0.87,79839112.0,2019-04-02,2019-04-02 06:00:00,42946927.0,0.8,-0.0,0.800000011920929,34357544.0,Slessor_23
2019-07-02 21:00:00,105394975.0,-1.34,0.04,-1.38,-145445072.0,2019-07-02,2019-07-02 12:00:00,87538647.0,1.16,-0.02,1.1799999475479126,103295600.0,Slessor_23
2019-10-02 04:30:00,189267833.0,3.6,0.07,3.53,668115456.0,2019-10-02,2019-10-01 18:00:00,124960466.0,1.57,-0.03,1.600000023841858,199936752.0,Slessor_23
2020-01-01 12:00:00,80943075.0,1.85,-0.08,1.93,156220128.0,2020-01-01,2020-01-01 00:00:00,129452775.0,1.56,-0.02,1.5800000429153442,204535392.0,Slessor_23
2020-04-01 19:30:00,131908058.0,-0.44,-0.07,-0.37,-48805980.0,2020-04-01,2020-04-01 12:00:00,107617253.0,1.22,-0.0,1.2200000286102295,131293056.0,Slessor_23
2020-07-02 03:00:00,103406557.0,0.95,0.05,0.9,93065904.0,2020-07-02,2020-07-02 00:00:00,72231080.0,0.9,0.02,0.8799999952316284,63563352.0,Slessor_23
2020-10-01 10:30:00,14880151.0,0.85,0.06,0.79,11755320.0,2020-10-01,2020-10-01 12:00:00,3191293.0,0.68,0.05,0.6299999952316284,2010515.0,Slessor_23
2020-12-31 18:00:00,15052036.0,-0.64,0.02,-0.66,-9934344.0,2020-12-31,2021-01-01 00:00:00,,,0.05,,,Slessor_23
2021-04-02 01:30:00,42232178.0,-0.9,0.03,-0.93,-39275924.0,2021-04-02,2021-04-02 06:00:00,,,0.05,,,Slessor_23
2021-07-02 09:00:00,55466123.0,0.85,0.04,0.81,44927560.0,2021-07-02,2021-07-02 12:00:00,,,0.05,,,Slessor_23
