mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3),date,mid_pt_datetime_CS2,evolving_outlines_area (m^2)_CS2,evolving_outlines_dh (m)_CS2,evolving_outlines_region_dh (m)_CS2,evolving_outlines_dh_corr (m)_CS2,evolving_outlines_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,124988916.0,-1.55,0.1,-1.65,-206231696.0,2019-01-01,2019-01-01 00:00:00,124988916.0,-1.55,0.1,-1.649999976158142,-206231696.0,MercerSubglacialLake
2019-04-02 13:30:00,118345448.0,-1.09,0.04,-1.13,-133730352.0,2019-04-02,2019-04-02 06:00:00,101191553.0,-1.19,0.1,-1.2899999618530271,-130537096.0,MercerSubglacialLake
2019-07-02 21:00:00,29865616.0,0.55,0.12,0.43,12842215.0,2019-07-02,2019-07-02 12:00:00,12316392.0,-0.3,0.06,-0.3600000143051147,-4433902.0,MercerSubglacialLake
2019-10-02 04:30:00,117480338.0,1.27,0.21,1.06,124529152.0,2019-10-02,2019-10-01 18:00:00,87166038.0,0.62,0.04,0.5799999833106995,50556300.0,MercerSubglacialLake
2020-01-01 12:00:00,56293110.0,0.63,0.02,0.61,34338800.0,2020-01-01,2020-01-01 00:00:00,11619017.0,0.4,0.06,0.3400000035762787,3950466.0,MercerSubglacialLake
2020-04-01 19:30:00,76995689.0,-1.36,0.09,-1.45,-111643752.0,2020-04-01,2020-04-01 12:00:00,65496126.0,-0.84,0.09,-0.9300000071525574,-60911400.0,MercerSubglacialLake
2020-07-02 03:00:00,69565048.0,-1.7,0.12,-1.82,-126608392.0,2020-07-02,2020-07-02 00:00:00,79692841.0,-1.01,0.08,-1.090000033378601,-86865200.0,MercerSubglacialLake
2020-10-01 10:30:00,48350473.0,-0.69,0.06,-0.75,-36262856.0,2020-10-01,2020-10-01 12:00:00,61332948.0,-0.69,0.05,-0.7400000095367432,-45386384.0,MercerSubglacialLake
2020-12-31 18:00:00,57173653.0,1.05,-0.01,1.06,60604068.0,2020-12-31,2021-01-01 00:00:00,,,-0.01,,,MercerSubglacialLake
2021-04-02 01:30:00,51015786.0,-0.8,-0.02,-0.78,-39792312.0,2021-04-02,2021-04-02 06:00:00,,,-0.01,,,MercerSubglacialLake
2021-07-02 09:00:00,52008958.0,-0.49,0.22,-0.71,-36926360.0,2021-07-02,2021-07-02 12:00:00,,,-0.0,,,MercerSubglacialLake
