midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dvol_corr (m^3),static_outline_area (m^2),static_outline_dh (m),static_outline_region_dh (m),static_outline_dh_corr (m),static_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2018-11-16 14:15:00,105863887.51791692,0.1086026951670646,0.0505295619368553,0.0580731332302093,6147847.644095886,253467522.98354572,0.019746507,0.0488839,-0.029137393,-7385382.946421472,-147603635.46562883,0.0016456618905067,0.0872105285525322,13533230.590517355
2019-02-15 21:45:00,10939742.241621494,-0.1357421875,-0.0558028668165206,-0.0799393206834793,-874515.5632475854,253467522.98354572,-0.061296124,-0.03963111,-0.021665014,-5491377.516759343,-242527780.74192423,-0.0161717571318149,-0.0582743063569068,4616861.953511757
2019-05-18 05:15:00,0.0,0.0,0.0,0.0,0.0,253467522.98354572,0.005066923,-0.0063571273,0.01142405,2895625.5887888414,-253467522.98354572,0.0063571273349225,-0.0114240497350692,-2895625.5887888414
2019-08-17 12:45:00,0.0,0.0,0.0,0.0,0.0,253467522.98354572,0.036271963,0.03268994,0.003582023,907926.5184128454,-253467522.98354572,-0.0326899401843547,-0.0035820230841636,-907926.5184128454
2019-11-16 20:15:00,1388650.276166916,0.137939453125,-0.002886044094339,0.1408254951238632,195557.36269509533,253467522.98354572,0.010826331,-0.0069815097,0.017807841,4513709.424239518,-252078872.70737883,0.004095465876162,0.1230176538228988,-4318152.061544423
2020-02-16 03:45:00,10475952.395586014,0.1521063894033432,-0.0195702984929084,0.1716766953468322,1798476.887884938,253467522.98354572,0.009892719,-0.018273015,0.028165733,7139098.688485173,-242991570.5879597,-0.0012972839176654,0.1435109674930572,-5340621.800600234
2020-05-17 11:15:00,24089857.059794545,0.1676164120435714,-0.0087841404601931,0.1764005571603775,4249464.207261611,253467522.98354572,0.03323201,-0.0084305685,0.04166258,10560111.274333308,-229377665.9237512,-0.0003535719588398,0.1347379684448242,-6310647.067071697
2020-08-16 18:45:00,72403922.64910407,0.1717898994684219,0.0511625558137893,0.1206273436546325,8733892.85933691,253467522.98354572,0.08891943,0.043323036,0.045596395,11557205.218519837,-181063600.3344417,0.0078395195305347,0.0750309526920318,-2823312.359182926
2020-11-16 02:15:00,13618820.603596603,0.1430402547121048,0.0366161726415157,0.1064240783452987,1449370.4308877343,253467522.98354572,0.05534884,0.03640256,0.018946279,4802266.3674072735,-239848702.37994915,0.0002136118710041,0.0874778032302856,-3352895.936519539
2021-02-15 09:45:00,16914495.635103583,0.1545857787132263,-0.0222345162183046,0.1768202930688858,2990826.075311405,253467522.98354572,0.004786362,-0.027440215,0.032226577,8168390.748109841,-236553027.34844217,0.0052056983113288,0.1445937156677246,-5177564.672798436
2021-05-17 17:15:00,97019570.05591,0.1907839477062225,0.0233544781804084,0.1674294769763946,16243935.87093569,253467522.98354572,0.085859634,0.014421836,0.0714378,18107161.81810029,-156447952.92763576,0.0089326426386833,0.0959916785359382,-1863225.9471645989
2021-08-17 00:45:00,33946612.47102079,0.1525516510009765,0.0394339598715305,0.1131176948547363,3839962.550848916,253467522.98354572,0.0590863,0.02820596,0.030880341,7827163.619801626,-219520910.51252496,0.0112280007451772,0.0822373554110527,-3987201.068952709
2021-11-16 08:15:00,2885405.362601161,0.14190673828125,-0.0009575300500728,0.1428642719984054,412221.33654831,253467522.98354572,-0.03393178,-0.0061070235,-0.027824758,-7052672.391734404,-250582117.6209446,0.0051494934596121,0.1706890314817428,7464893.728282713
2022-02-15 15:45:00,72963046.9931122,-0.2171369343996048,-0.0220921020954847,-0.1950448304414749,-14231065.129264936,253467522.98354572,-0.08933839,-0.023159334,-0.06617906,-16774242.271122454,-180504475.99043357,0.0010672323405742,-0.1288657784461975,2543177.141857518
2022-05-17 23:15:00,76274869.30552906,-0.2655467689037323,-0.0124078569933772,-0.2531388998031616,-19308136.498631567,253467522.98354572,-0.09942803,-0.016957952,-0.082470074,-20903485.452075504,-177192653.6780167,0.0045500947162508,-0.170668825507164,1595348.953443937
2022-08-17 06:45:00,24709066.716834366,-0.1676457673311233,0.0046163578517735,-0.1722621321678161,-4256436.516518709,253467522.98354572,-0.029164005,0.0075680087,-0.036732014,-9310372.670867603,-228758456.26671135,-0.0029516508802771,-0.1355301141738891,5053936.154348894
2022-11-16 14:15:00,10359235.651380835,-0.1523912250995636,-0.0332293771207332,-0.11916184425354,-1234425.6252755628,253467522.98354572,-0.04917173,-0.03223884,-0.01693289,-4291937.639412034,-243108287.3321649,-0.0009905360639095,-0.1022289544343948,3057512.014136472
2023-02-15 21:45:00,0.0,0.0,0.0,0.0,0.0,253467522.98354572,-0.0894582,-0.060644742,-0.028813455,-7303275.131787929,-253467522.98354572,0.0606447421014308,0.0288134552538394,7303275.131787929
