midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-02-15 21:45:00,213047311,-0.26,-0.04,-0.22,-46870408
2019-05-18 05:15:00,98006106,0.24,-0.0,0.24,23521465
2019-08-17 12:45:00,224147912,0.26,0.03,0.23,51554020
2019-11-16 20:15:00,32898025,0.25,-0.04,0.29,9540427
2020-02-16 03:45:00,48831739,0.24,0.0,0.24,11719617
2020-05-17 11:15:00,153744793,0.25,0.02,0.23,35361302
2020-08-16 18:45:00,307820539,0.26,0.03,0.23,70798724
2020-11-16 02:15:00,44518095,0.22,-0.0,0.22,9793981
2021-02-15 09:45:00,3933146,0.09,-0.07,0.16,629303
2021-05-17 17:15:00,195402649,0.24,0.02,0.22,42988583
2021-08-17 00:45:00,857461086,0.27,0.16,0.11,94320719
2021-11-16 08:15:00,857461086,-0.01,0.0,-0.01,-8574611
2022-02-15 15:45:00,82798542,0.23,0.12,0.11,9107840
2022-05-17 23:15:00,98803923,-0.24,-0.03,-0.21,-20748824
2022-08-17 06:45:00,98803923,-0.05,0.13,-0.18,-17784706
2022-11-16 14:15:00,114525733,-0.23,-0.04,-0.19,-21759889
2023-02-15 21:45:00,114525733,-0.05,-0.01,-0.04,-4581029
2023-05-18 05:15:00,607575956,-0.45,-0.04,-0.41,-249106142
2023-08-17 12:45:00,660725946,-0.59,0.01,-0.6,-396435568
2023-11-16 20:15:00,95484720,-0.23,-0.05,-0.18,-17187250
2024-02-16 03:45:00,47567850,0.24,-0.02,0.26,12367641
2024-05-17 11:15:00,8573609,0.23,-0.06,0.29,2486347
2024-08-16 18:45:00,148869932,0.24,0.12,0.12,17864392
