midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-02-15 21:45:00,6766406,0.25,0.12,0.13,879633
2019-05-18 05:15:00,6766406,-0.12,-0.1,-0.02,-135328
2019-08-17 12:45:00,9028756,-0.19,0.04,-0.23,-2076614
2019-11-16 20:15:00,7410174,0.09,0.02,0.07,518712
2020-02-16 03:45:00,18636260,0.3,0.02,0.28,5218153
2020-05-17 11:15:00,28716470,0.32,0.02,0.3,8614941
2020-08-16 18:45:00,67566071,0.4,0.1,0.3,20269821
2020-11-16 02:15:00,54282353,0.34,0.11,0.23,12484941
2021-02-15 09:45:00,22304015,0.29,0.03,0.26,5799044
2021-05-17 17:15:00,29706727,0.29,0.04,0.25,7426682
2021-08-17 00:45:00,33252727,0.29,0.1,0.19,6318018
2021-11-16 08:15:00,12421595,0.27,0.08,0.19,2360103
2022-02-15 15:45:00,12421595,0.09,0.02,0.07,869512
2022-05-17 23:15:00,6494009,0.26,-0.01,0.27,1753382
2022-08-17 06:45:00,1332454,0.27,0.05,0.22,293140
2022-11-16 14:15:00,1332454,0.16,0.08,0.08,106596
2023-02-15 21:45:00,1332454,0.06,-0.02,0.08,106596
2023-05-18 05:15:00,1332454,0.05,0.01,0.04,53298
2023-08-17 12:45:00,10678645,0.28,0.08,0.2,2135729
2023-11-16 20:15:00,10678645,0.01,0.05,-0.04,-427146
2024-02-16 03:45:00,10678645,0.17,0.01,0.16,1708583
2024-05-17 11:15:00,10678645,0.06,-0.01,0.07,747505
2024-08-16 18:45:00,10678645,0.11,-0.01,0.12,1281437
