midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-02-15 21:45:00,313843,0.3,0.22,0.08,25107
2019-05-18 05:15:00,313843,0.04,0.06,-0.02,-6277
2019-08-17 12:45:00,313843,0.28,0.17,0.11,34523
2019-11-16 20:15:00,313843,0.19,0.09,0.1,31384
2020-02-16 03:45:00,313843,0.14,0.11,0.03,9415
2020-05-17 11:15:00,313843,0.16,0.12,0.04,12554
2020-08-16 18:45:00,313843,0.05,0.12,-0.07,-21969
2020-11-16 02:15:00,313843,0.19,0.09,0.1,31384
2021-02-15 09:45:00,313843,0.05,0.07,-0.02,-6277
2021-05-17 17:15:00,4799028,0.32,0.21,0.11,527893
2021-08-17 00:45:00,4166820,0.33,0.12,0.21,875032
2021-11-16 08:15:00,4166820,0.17,0.02,0.15,625023
2022-02-15 15:45:00,4166820,0.17,0.07,0.1,416682
2022-05-17 23:15:00,4166820,0.21,0.13,0.08,333346
2022-08-17 06:45:00,4166820,0.16,0.12,0.04,166673
2022-11-16 14:15:00,4166820,0.03,0.01,0.02,83336
2023-02-15 21:45:00,4166820,0.08,0.09,-0.01,-41668
2023-05-18 05:15:00,4166820,0.11,0.11,0.0,0
2023-08-17 12:45:00,4166820,0.18,0.19,-0.01,-41668
2023-11-16 20:15:00,4166820,-0.02,-0.02,0.0,0
2024-02-16 03:45:00,4166820,0.14,0.14,0.0,0
2024-05-17 11:15:00,28940759,0.33,0.27,0.06,1736446
2024-08-16 18:45:00,28940759,0.03,0.08,-0.05,-1447038
