mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-10-01 22:30:00,0,0.0,-0.11,0.0,0
2011-01-01 00:00:00,0,0.0,-0.11,0.0,0
2011-04-02 07:30:00,0,0.0,-0.06,0.0,0
2011-07-02 15:00:00,0,0.0,0.04,0.0,0
2011-10-01 22:30:00,0,0.0,0.09,0.0,0
2012-01-01 00:00:00,0,0.0,0.04,0.0,0
2012-04-01 07:30:00,0,0.0,0.07,0.0,0
2012-07-01 15:00:00,125567845,0.46,0.11,0.35,43948746
2012-09-30 22:30:00,262285297,0.69,0.13,0.56,146879766
2013-01-01 00:00:00,81745655,0.42,0.09,0.33,26976066
2013-04-02 07:30:00,63968699,-0.44,0.04,-0.48,-30704976
2013-07-02 15:00:00,12280602,0.12,0.04,0.08,982448
2013-10-01 22:30:00,42787934,0.41,0.02,0.39,16687294
2014-01-01 00:00:00,16526733,-0.41,-0.02,-0.39,-6445426
2014-04-02 07:30:00,100384780,-0.55,-0.02,-0.53,-53203933
2014-07-02 15:00:00,70176308,-0.49,0.02,-0.51,-35789917
2014-10-01 22:30:00,16382416,-0.39,0.03,-0.42,-6880615
2015-01-01 00:00:00,3560078,-0.23,-0.02,-0.21,-747616
2015-04-02 07:30:00,3560078,-0.19,-0.01,-0.18,-640814
2015-07-02 15:00:00,3560078,-0.18,0.02,-0.2,-712016
2015-10-01 22:30:00,3560078,-0.1,0.05,-0.15,-534012
2016-01-01 00:00:00,3560078,-0.01,0.05,-0.06,-213605
2016-04-01 07:30:00,3560078,-0.09,0.07,-0.16,-569612
2016-07-01 15:00:00,3560078,-0.03,0.06,-0.09,-320407
2016-09-30 22:30:00,3560078,0.05,0.06,-0.01,-35601
2017-01-01 00:00:00,3560078,0.05,0.06,-0.01,-35601
2017-04-02 07:30:00,3560078,0.07,0.06,0.01,35601
2017-07-02 15:00:00,3560078,0.08,0.04,0.04,142403
2017-10-01 22:30:00,3560078,0.03,0.01,0.02,71202
2018-01-01 00:00:00,3560078,0.01,-0.01,0.02,71202
2018-04-02 07:30:00,3560078,0.07,-0.01,0.08,284806
2018-07-02 15:00:00,19680032,0.41,0.03,0.38,7478412
2018-10-01 22:30:00,130874691,0.55,0.06,0.49,64128599
2019-01-01 00:00:00,75634429,0.48,0.04,0.44,33279149
2019-04-02 13:30:00,97342387,-0.59,-0.0,-0.59,-57432008
2019-07-02 21:00:00,34574523,-0.44,0.05,-0.49,-16941516
2019-10-02 04:30:00,52852365,0.41,0.25,0.16,8456378
2020-01-01 12:00:00,125805640,0.74,-0.01,0.75,94354230
2020-04-01 19:30:00,121420402,0.58,0.02,0.56,67995425
2020-07-02 03:00:00,78953785,-0.65,0.13,-0.78,-61583952
2020-10-01 10:30:00,76631322,-0.62,0.03,-0.65,-49810359
2020-12-31 18:00:00,1829607,-0.03,-0.06,0.03,54888
2021-04-02 01:30:00,47451743,0.52,-0.07,0.59,27996528
2021-07-02 09:00:00,7419793,-0.41,0.23,-0.64,-4748668
2021-10-01 16:30:00,35231783,-0.46,0.01,-0.47,-16558938
2022-01-01 00:00:00,106458140,-0.56,-0.18,-0.38,-40454093
2022-04-02 07:30:00,952880,-0.36,0.04,-0.4,-381152
2022-07-02 15:00:00,762679,-0.23,0.07,-0.3,-228804
2022-10-01 22:30:00,762679,-0.27,0.02,-0.29,-221177
2023-01-01 06:00:00,12517886,-0.45,-0.03,-0.42,-5257512
2023-04-02 13:30:00,245463766,1.27,0.02,1.25,306829708
2023-07-02 21:00:00,271472185,0.92,0.06,0.86,233466079
2023-10-02 04:30:00,246705620,-1.01,0.13,-1.14,-281244407
2024-01-01 12:00:00,135757531,-0.72,-0.08,-0.64,-86884820
2024-04-01 19:30:00,58444129,-0.53,0.04,-0.57,-33313154
2024-07-02 03:00:00,32831645,0.33,0.25,0.08,2626532
2024-10-01 10:30:00,616304,-0.14,0.03,-0.17,-104772
2024-12-31 18:00:00,616304,-0.05,-0.05,0.0,0
