midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2013-11-16 11:15:00,0,0.0,-0.09,0.0,0
2014-02-15 15:45:00,0,0.0,-0.06,0.0,0
2014-05-17 23:15:00,0,0.0,-0.03,0.0,0
2014-08-17 06:45:00,0,0.0,0.02,0.0,0
2014-11-16 11:15:00,0,0.0,0.03,0.0,0
2015-02-15 15:45:00,21390035,0.37,0.02,0.35,7486512
2015-05-17 23:15:00,33749383,0.39,0.03,0.36,12149778
2015-08-17 06:45:00,20617432,0.34,-0.01,0.35,7216101
2015-11-16 11:15:00,1842797,0.32,-0.03,0.35,644979
2016-02-15 15:45:00,10537937,0.37,0.0,0.37,3899037
2016-05-16 23:15:00,28094596,0.41,0.05,0.36,10114055
2016-08-16 06:45:00,82162883,0.38,0.08,0.3,24648865
2016-11-15 23:15:00,93384646,0.34,0.08,0.26,24280008
2017-02-15 15:45:00,15803121,0.33,0.1,0.23,3634718
2017-05-17 23:15:00,4319118,0.13,0.07,0.06,259147
2017-08-17 06:45:00,4319118,0.01,0.05,-0.04,-172765
2017-11-16 11:15:00,6609744,0.33,0.08,0.25,1652436
2018-02-15 15:45:00,82328505,0.43,0.12,0.31,25521837
2018-05-17 23:15:00,17986507,-0.4,0.08,-0.48,-8633523
2018-08-17 06:45:00,244842743,-0.67,-0.0,-0.67,-164044638
2018-11-16 11:15:00,283944940,-0.65,-0.05,-0.6,-170366964
2019-02-15 21:45:00,100562276,-0.39,-0.09,-0.3,-30168683
2019-05-18 05:15:00,39019621,-0.54,-0.03,-0.51,-19900007
2019-08-17 12:45:00,44544883,0.33,-0.0,0.33,14699811
2019-11-16 20:15:00,38982678,0.5,-0.09,0.59,22999780
2020-02-16 03:45:00,46356903,-0.37,-0.08,-0.29,-13443502
2020-05-17 11:15:00,25059372,-0.05,-0.01,-0.04,-1002375
2020-08-16 18:45:00,109548379,0.5,-0.05,0.55,60251608
2020-11-16 02:15:00,38783027,0.5,0.1,0.4,15513211
2021-02-15 09:45:00,23571335,0.46,-0.06,0.52,12257094
2021-05-17 17:15:00,49797401,0.41,-0.02,0.43,21412882
2021-08-17 00:45:00,206617373,0.48,0.07,0.41,84713123
2021-11-16 08:15:00,147876391,0.48,-0.01,0.49,72459432
2022-02-15 15:45:00,258786925,-1.08,0.05,-1.13,-292429225
2022-05-17 23:15:00,40829568,-0.63,0.05,-0.68,-27764106
2022-08-17 06:45:00,40829568,-0.06,0.11,-0.17,-6941027
2022-11-16 14:15:00,6109821,-0.12,-0.2,0.08,488786
2023-02-15 21:45:00,60412076,0.43,0.05,0.38,22956589
2023-05-18 05:15:00,149649746,0.43,0.14,0.29,43398426
2023-08-17 12:45:00,47973582,0.42,-0.01,0.43,20628640
2023-11-16 20:15:00,9609472,0.45,-0.02,0.47,4516452
2024-02-16 03:45:00,3553538,0.39,-0.13,0.52,1847840
2024-05-17 11:15:00,28135747,0.37,0.11,0.26,7315294
2024-08-16 18:45:00,28135747,0.09,-0.04,0.13,3657647
