mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-04-02 13:30:00,110544553.0,-0.48,-0.12,-0.36,-39796040.0
2019-07-02 21:00:00,21299601.0,-0.36,0.0,-0.36,-7667856.0
2019-10-02 04:30:00,33236456.0,0.52,-0.03,0.55,18280052.0
2020-01-01 12:00:00,21657819.0,-0.37,-0.03,-0.34,-7363659.0
2020-04-01 19:30:00,40167340.0,-0.49,-0.12,-0.37,-14861916.0
2020-07-02 03:00:00,32943200.0,0.54,0.03,0.51,16801032.0
2020-10-01 10:30:00,19515944.0,0.48,-0.08,0.56,10928929.0
2020-12-31 18:00:00,60553017.0,0.39,0.2,0.19,11505073.0
2021-04-02 01:30:00,60553017.0,0.04,-0.12,0.16,9688482.0
2021-07-02 09:00:00,34074011.0,0.5,-0.04,0.54,18399968.0
2021-10-01 16:30:00,30756059.0,0.37,-0.01,0.38,11687303.0
2022-01-01 00:00:00,57117874.0,-0.76,0.06,-0.82,-46836656.0
2022-04-02 07:30:00,31872024.0,0.37,0.09,0.28,8924167.0
2022-07-02 15:00:00,61937374.0,0.75,0.1,0.65,40259292.0
2022-10-01 22:30:00,67075796.0,0.8,0.11,0.69,46282300.0
2023-01-01 06:00:00,64530037.0,-0.13,-0.19,0.06,3871802.0
2023-04-02 13:30:00,26883174.0,0.4,0.01,0.39,10484437.0
2023-07-02 21:00:00,39344992.0,0.45,0.05,0.4,15737997.0
2023-10-02 04:30:00,7100182.0,0.31,0.01,0.3,2130055.0
2024-01-01 12:00:00,7100182.0,0.19,0.08,0.11,781020.0
2024-04-01 19:30:00,7100182.0,0.11,-0.15,0.26,1846047.0
2024-07-02 03:00:00,22279040.0,0.45,0.02,0.43,9579987.0
2024-10-01 10:30:00,111669858.0,0.73,0.17,0.56,62535120.0
2024-12-31 18:00:00,140031414.0,1.32,0.02,1.3,182040820.0
