midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-08-17 06:45:00,0,0.0,0.03,0.0,0
2010-11-16 11:15:00,0,0.0,0.03,0.0,0
2011-02-15 15:45:00,0,0.0,0.08,0.0,0
2011-05-17 23:15:00,4076255,0.28,0.12,0.16,652201
2011-08-17 06:45:00,2734149,0.27,0.15,0.12,328098
2011-11-16 11:15:00,2734149,0.25,0.18,0.07,191390
2012-02-15 15:45:00,2734149,0.23,0.15,0.08,218732
2012-05-16 23:15:00,2734149,0.13,0.09,0.04,109366
2012-08-16 06:45:00,2734149,0.05,0.03,0.02,54683
2012-11-15 23:15:00,2734149,0.05,-0.0,0.05,136707
2013-02-15 15:45:00,2734149,0.12,0.02,0.1,273415
2013-05-17 23:15:00,2734149,0.13,0.06,0.07,191390
2013-08-17 06:45:00,2734149,0.08,0.05,0.03,82024
2013-11-16 11:15:00,2734149,0.04,0.04,0.0,0
2014-02-15 15:45:00,2734149,0.06,0.02,0.04,109366
2014-05-17 23:15:00,2734149,0.01,-0.02,0.03,82024
2014-08-17 06:45:00,2734149,-0.09,-0.07,-0.02,-54683
2014-11-16 11:15:00,2734149,-0.1,-0.06,-0.04,-109366
2015-02-15 15:45:00,2734149,0.04,0.02,0.02,54683
2015-05-17 23:15:00,2734149,0.13,0.05,0.08,218732
2015-08-17 06:45:00,2734149,0.06,0.02,0.04,109366
2015-11-16 11:15:00,2734149,-0.03,-0.02,-0.01,-27341
2016-02-15 15:45:00,2734149,-0.02,-0.03,0.01,27341
2016-05-16 23:15:00,2734149,-0.02,-0.03,0.01,27341
2016-08-16 06:45:00,2734149,-0.03,-0.01,-0.02,-54683
2016-11-15 23:15:00,2734149,-0.0,0.0,-0.0,0
2017-02-15 15:45:00,2734149,0.07,0.02,0.05,136707
2017-05-17 23:15:00,2734149,0.03,0.0,0.03,82024
2017-08-17 06:45:00,2734149,-0.05,-0.03,-0.02,-54683
2017-11-16 11:15:00,2734149,-0.07,-0.02,-0.05,-136707
2018-02-15 15:45:00,2734149,0.04,0.03,0.01,27341
2018-05-17 23:15:00,2734149,0.11,0.05,0.06,164049
2018-08-17 06:45:00,2734149,0.1,0.04,0.06,164049
2018-11-16 11:15:00,2734149,0.07,0.04,0.03,82024
2019-02-15 21:45:00,2734149,-0.11,-0.11,0.0,0
2019-05-18 05:15:00,2734149,0.06,0.03,0.03,82024
2019-08-17 12:45:00,2734149,0.07,0.05,0.02,54683
2019-11-16 20:15:00,2734149,-0.02,-0.03,0.01,27341
2020-02-16 03:45:00,2734149,0.05,0.03,0.02,54683
2020-05-17 11:15:00,2734149,0.14,0.03,0.11,300756
2020-08-16 18:45:00,2734149,0.19,0.04,0.15,410122
2020-11-16 02:15:00,2734149,0.08,-0.0,0.08,218732
2021-02-15 09:45:00,2734149,0.01,-0.08,0.09,246073
2021-05-17 17:15:00,11842640,0.32,0.16,0.16,1894822
2021-08-17 00:45:00,11842640,-0.09,-0.07,-0.02,-236853
2021-11-16 08:15:00,3358873,0.29,0.16,0.13,436653
2022-02-15 15:45:00,3358873,0.05,0.01,0.04,134355
2022-05-17 23:15:00,19910807,0.35,0.18,0.17,3384837
2022-08-17 06:45:00,19910807,-0.04,-0.02,-0.02,-398216
2022-11-16 14:15:00,19910807,-0.12,-0.08,-0.04,-796432
2023-02-15 21:45:00,19910807,-0.12,-0.1,-0.02,-398216
2023-05-18 05:15:00,4064751,0.29,0.12,0.17,691008
2023-08-17 12:45:00,2504514,0.17,0.07,0.1,250451
2023-11-16 20:15:00,2504514,-0.18,0.01,-0.19,-475858
2024-02-16 03:45:00,2504514,0.0,0.1,-0.1,-250451
2024-05-17 11:15:00,2504514,-0.04,-0.05,0.01,25045
2024-08-16 18:45:00,2504514,0.37,0.38,-0.01,-25045
