mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-10-01 22:30:00,248980692,0.47,0.03,0.44,109551504
2011-01-01 00:00:00,256976475,0.5,0.02,0.48,123348708
2011-04-02 07:30:00,288369328,0.54,0.03,0.51,147068357
2011-07-02 15:00:00,312055937,0.48,0.07,0.41,127942934
2011-10-01 22:30:00,91518510,0.35,0.12,0.23,21049257
2012-01-01 00:00:00,6131509,0.31,0.14,0.17,1042357
2012-04-01 07:30:00,22482572,-0.32,0.12,-0.44,-9892332
2012-07-01 15:00:00,153890501,-0.5,0.11,-0.61,-93873206
2012-09-30 22:30:00,195566441,-0.58,0.1,-0.68,-132985180
2013-01-01 00:00:00,178491599,-0.46,0.1,-0.56,-99955295
2013-04-02 07:30:00,55966991,-0.35,0.1,-0.45,-25185146
2013-07-02 15:00:00,40207545,-0.05,0.1,-0.15,-6031132
2013-10-01 22:30:00,62912984,0.36,0.08,0.28,17615636
2014-01-01 00:00:00,124817643,0.42,0.06,0.36,44934351
2014-04-02 07:30:00,100632407,0.36,0.06,0.3,30189722
2014-07-02 15:00:00,1426208,0.3,0.08,0.22,313766
2014-10-01 22:30:00,88003661,0.33,0.09,0.24,21120879
2015-01-01 00:00:00,223492993,0.45,0.07,0.38,84927337
2015-04-02 07:30:00,181467999,0.37,0.1,0.27,48996360
2015-07-02 15:00:00,174141623,0.34,0.11,0.23,40052573
2015-10-01 22:30:00,100964135,0.31,0.14,0.17,17163903
2016-01-01 00:00:00,31515672,0.34,0.12,0.22,6933448
2016-04-01 07:30:00,19919307,0.17,0.1,0.07,1394351
2016-07-01 15:00:00,61424899,-0.33,0.1,-0.43,-26412707
2016-09-30 22:30:00,74707883,-0.33,0.09,-0.42,-31377311
2017-01-01 00:00:00,24295316,-0.13,0.1,-0.23,-5587923
2017-04-02 07:30:00,24295316,0.02,0.12,-0.1,-2429532
2017-07-02 15:00:00,104384524,0.37,0.12,0.25,26096131
2017-10-01 22:30:00,266252922,0.66,0.08,0.58,154426695
2018-01-01 00:00:00,325593569,0.79,0.06,0.73,237683305
2018-04-02 07:30:00,317824973,0.57,0.07,0.5,158912486
2018-07-02 15:00:00,278926386,0.36,0.1,0.26,72520860
2018-10-01 22:30:00,30607643,0.35,0.11,0.24,7345834
2019-01-01 00:00:00,0,0.0,0.1,0.0,0
2019-04-02 13:30:00,12509196,0.16,0.16,0.0,0
2019-07-02 21:00:00,12509196,0.07,0.09,-0.02,-250184
2019-10-02 04:30:00,11569700,0.31,0.22,0.09,1041273
2020-01-01 12:00:00,13842675,0.31,0.07,0.24,3322242
2020-04-01 19:30:00,274891100,0.43,0.16,0.27,74220597
2020-07-02 03:00:00,72662311,-0.35,0.13,-0.48,-34877909
2020-10-01 10:30:00,72662311,-0.06,0.11,-0.17,-12352593
2020-12-31 18:00:00,154505276,0.42,0.05,0.37,57166952
2021-04-02 01:30:00,4598983,-0.31,0.03,-0.34,-1563654
2021-07-02 09:00:00,15535449,0.31,0.23,0.08,1242836
2021-10-01 16:30:00,1014316,0.18,0.08,0.1,101432
2022-01-01 00:00:00,243033596,-0.53,-0.04,-0.49,-119086462
2022-04-02 07:30:00,192780694,-0.4,0.11,-0.51,-98318154
2022-07-02 15:00:00,76710887,0.38,0.1,0.28,21479048
2022-10-01 22:30:00,133312159,-0.39,0.05,-0.44,-58657350
2023-01-01 06:00:00,214240432,-0.48,0.01,-0.49,-104977812
2023-04-02 13:30:00,218883832,-0.39,0.05,-0.44,-96308886
2023-07-02 21:00:00,224030460,0.77,0.1,0.67,150100408
2023-10-02 04:30:00,221958770,0.39,0.18,0.21,46611342
2024-01-01 12:00:00,6234658,0.07,0.04,0.03,187040
2024-04-01 19:30:00,4823343,-0.31,0.15,-0.46,-2218738
2024-07-02 03:00:00,99581023,-0.4,0.19,-0.59,-58752804
2024-10-01 10:30:00,202924266,-0.48,-0.01,-0.47,-95374405
