mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-10-01 18:00:00,,,0.06,,
2011-01-01 00:00:00,,,0.09,,
2011-04-02 06:00:00,,,0.06,,
2011-07-02 12:00:00,,,0.01,,
2011-10-01 18:00:00,,,-0.04,,
2012-01-01 00:00:00,,,-0.06,,
2012-04-01 12:00:00,,,-0.08,,
2012-07-02 00:00:00,,,-0.1,,
2012-10-01 12:00:00,,,-0.13,,
2013-01-01 00:00:00,,,-0.17,,
2013-04-02 06:00:00,,,-0.21,,
2013-07-02 12:00:00,,,-0.21,,
2013-10-01 18:00:00,,,-0.18,,
2014-01-01 00:00:00,,,-0.16,,
2014-04-02 06:00:00,,,-0.12,,
2014-07-02 12:00:00,,,-0.08,,
2014-10-01 18:00:00,,,-0.05,,
2015-01-01 00:00:00,,,-0.11,,
2015-04-02 06:00:00,,,-0.16,,
2015-07-02 12:00:00,,,-0.17,,
2015-10-01 18:00:00,,,-0.19,,
2016-01-01 00:00:00,,,-0.16,,
2016-04-01 12:00:00,,,-0.07,,
2016-07-02 00:00:00,,,-0.07,,
2016-10-01 12:00:00,,,-0.17,,
2017-01-01 00:00:00,12793041.0,-0.63,-0.3,-0.33,-4221704.0
2017-04-02 06:00:00,12793041.0,-1.03,-0.49,-0.54,-6908242.0
2017-07-02 12:00:00,12793041.0,-1.27,-0.62,-0.65,-8315476.0
2017-10-01 18:00:00,12793041.0,-0.84,-0.45,-0.39,-4989286.0
2018-01-01 00:00:00,517846.0,-0.58,-0.32,-0.26,-134640.0
2018-04-02 06:00:00,517846.0,-0.36,-0.24,-0.12,-62142.0
2018-07-02 12:00:00,517846.0,-0.23,-0.19,-0.04,-20714.0
2018-10-01 18:00:00,517846.0,-0.09,-0.16,0.07,36249.0
2019-01-01 00:00:00,517846.0,0.06,-0.12,0.18,93212.0
2019-04-02 13:30:00,517846.0,0.11,-0.07,0.18,93212.0
2019-07-02 21:00:00,4478925.0,0.62,0.3,0.32,1433256.0
2019-10-02 04:30:00,26122542.0,0.69,0.42,0.27,7053086.0
2020-01-01 12:00:00,26122542.0,-0.4,-0.4,0.0,0.0
2020-04-01 19:30:00,26122542.0,-0.33,-0.35,0.02,522451.0
2020-07-02 03:00:00,30158633.0,0.66,0.48,0.18,5428554.0
2020-10-01 10:30:00,30158633.0,0.03,-0.12,0.15,4523795.0
2020-12-31 18:00:00,30158633.0,-0.37,-0.33,-0.04,-1206345.0
2021-04-02 01:30:00,30158633.0,-0.22,-0.29,0.07,2111104.0
2021-07-02 09:00:00,30158633.0,0.17,-0.01,0.18,5428554.0
2021-10-01 16:30:00,30158633.0,-0.1,-0.13,0.03,904759.0
2022-01-01 00:00:00,30158633.0,-0.18,-0.2,0.02,603173.0
2022-04-02 07:30:00,30158633.0,-0.11,-0.13,0.02,603173.0
2022-07-02 15:00:00,30158633.0,-0.01,-0.08,0.07,2111104.0
2022-10-01 22:30:00,30158633.0,0.16,0.09,0.07,2111104.0
2023-01-01 06:00:00,30158633.0,-0.26,-0.35,0.09,2714277.0
2023-04-02 13:30:00,30158633.0,-0.37,-0.39,0.02,603173.0
2023-07-02 21:00:00,30158633.0,-0.1,-0.2,0.1,3015863.0
2023-10-02 04:30:00,30158633.0,0.01,-0.05,0.06,1809518.0
2024-01-01 12:00:00,30158633.0,-0.34,-0.28,-0.06,-1809518.0
2024-04-01 19:30:00,30158633.0,-0.48,-0.45,-0.03,-904759.0
2024-07-02 03:00:00,30158633.0,0.41,0.35,0.06,1809518.0
2024-10-01 10:30:00,30158633.0,-0.52,-0.55,0.03,904759.0
2024-12-31 18:00:00,30158633.0,-0.22,-0.23,0.01,301586.0
