mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-04-02 13:30:00,355284480,0.7,0.01,0.69,245146291
2019-07-02 21:00:00,370359708,0.72,-0.01,0.73,270362587
2019-10-02 04:30:00,340273515,0.5,-0.01,0.51,173539493
2020-01-01 12:00:00,331018409,0.42,0.0,0.42,139027732
2020-04-01 19:30:00,368883953,0.48,0.0,0.48,177064297
2020-07-02 03:00:00,326427603,0.51,-0.02,0.53,173006630
2020-10-01 10:30:00,402502202,0.53,0.03,0.5,201251101
2020-12-31 18:00:00,409083036,0.53,0.04,0.49,200450688
2021-04-02 01:30:00,344666058,0.49,-0.01,0.5,172333029
2021-07-02 09:00:00,367271343,0.42,-0.0,0.42,154253964
2021-10-01 16:30:00,417450292,0.43,0.05,0.38,158631111
2022-01-01 00:00:00,348606125,0.38,-0.0,0.38,132470328
2022-04-02 07:30:00,343267042,0.34,0.01,0.33,113278124
2022-07-02 15:00:00,242544553,0.3,-0.0,0.3,72763366
2022-10-01 22:30:00,423176808,0.48,0.03,0.45,190429564
2023-01-01 06:00:00,422082241,0.61,0.0,0.61,257470167
2023-04-02 13:30:00,407393193,0.33,-0.05,0.38,154809413
2023-07-02 21:00:00,358035401,0.32,0.06,0.26,93089204
2023-10-02 04:30:00,278080148,0.29,0.04,0.25,69520037
2024-01-01 12:00:00,337832509,0.29,0.08,0.21,70944827
2024-04-01 19:30:00,72449521,0.19,0.01,0.18,13040914
2024-07-02 03:00:00,89255682,0.26,0.01,0.25,22313920
2024-10-01 10:30:00,69675502,0.23,0.03,0.2,13935100
