mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-10-01 22:30:00,359852609,0.75,-1.51,0.59,109631991
2011-01-01 00:00:00,427123677,0.4,-1.6,0.42,138377665
2011-04-02 07:30:00,446458569,1.55,-1.22,1.57,186318806
2011-07-02 15:00:00,538382672,1.91,-0.55,1.76,203868779
2011-10-01 22:30:00,398692370,1.49,0.16,1.29,142421184
2012-01-01 00:00:00,442376970,2.92,0.43,2.28,160161413
2012-04-01 07:30:00,550748908,1.13,0.74,0.24,62608018
2012-07-01 15:00:00,1005991437,0.66,0.64,-0.35,-87128283
2012-09-30 22:30:00,1227432625,0.79,0.38,-0.21,-78737571
2013-01-01 00:00:00,1146505721,0.23,-0.2,-0.4,-180167541
2013-04-02 07:30:00,1063451702,-2.47,-0.84,-2.49,-414880406
2013-07-02 15:00:00,1540048115,-3.47,-1.01,-2.78,-1094228701
2013-10-01 22:30:00,1927024248,-3.3,-1.11,-2.43,-1490986820
2014-01-01 00:00:00,2213458084,-5.96,-1.65,-4.54,-1471936406
2014-04-02 07:30:00,2164066287,-5.93,-1.37,-4.72,-1080816684
2014-07-02 15:00:00,1905743450,-6.54,-0.98,-5.67,-889311802
2014-10-01 22:30:00,1550773093,-5.88,-1.08,-4.92,-498319379
2015-01-01 00:00:00,1517743993,-2.63,-1.18,-1.78,-221212472
2015-04-02 07:30:00,1098853729,0.46,-0.96,0.92,-4294015
2015-07-02 15:00:00,1118519611,0.97,-0.33,1.03,170495792
2015-10-01 22:30:00,1118136731,3.0,0.18,2.74,101186677
2016-01-01 00:00:00,970852289,5.41,0.19,5.11,98817126
2016-04-01 07:30:00,1009376810,7.12,0.72,6.4,120610622
2016-07-01 15:00:00,1245485263,8.06,0.92,7.18,151137555
2016-09-30 22:30:00,1319135901,6.77,0.79,5.87,154764858
2017-01-01 00:00:00,1338468084,3.61,0.65,2.96,236540473
2017-04-02 07:30:00,1430858900,2.33,0.41,1.85,234315804
2017-07-02 15:00:00,1642889095,0.97,-0.07,1.04,256291909
2017-10-01 22:30:00,1814339411,-0.3,-0.65,0.42,439798365
2018-01-01 00:00:00,1898528777,-0.19,-1.22,1.05,601319667
2018-04-02 07:30:00,1869247983,3.9,-1.45,5.22,622901543
2018-07-02 15:00:00,1327123533,4.2,-0.9,4.99,416183866
2018-10-01 22:30:00,1300877893,4.17,-0.78,4.79,185415070
2019-01-01 00:00:00,0,0.0,-0.76,0.0,0
2019-04-02 13:30:00,1206699801,1.58,-0.35,1.15,-2520510
2019-07-02 21:00:00,1337543843,-2.82,1.12,-3.88,-291407982
2019-10-02 04:30:00,1475297208,9.92,4.21,5.6,906778948
2020-01-01 12:00:00,2103435814,-6.2,-4.85,-1.36,-484965455
2020-04-01 19:30:00,2039366668,0.23,-0.49,0.88,-155431234
2020-07-02 03:00:00,1368335258,8.36,4.26,4.39,77571577
2020-10-01 10:30:00,1207798290,6.29,0.57,6.0,359225933
2020-12-31 18:00:00,1335413192,3.22,-2.43,5.89,163357826
2021-04-02 01:30:00,922318059,-0.97,-2.37,1.58,-11869811
2021-07-02 09:00:00,897598272,4.86,2.11,3.04,152711528
2021-10-01 16:30:00,1582593334,6.63,2.87,3.76,-31747161
2022-01-01 00:00:00,1983356668,-2.39,-3.11,0.7,209847822
2022-04-02 07:30:00,1668056502,0.86,0.85,0.05,-440163546
2022-07-02 15:00:00,1489491972,7.83,2.24,5.66,441253968
2022-10-01 22:30:00,1922724425,6.34,2.28,4.12,588667899
2023-01-01 06:00:00,1727128535,-2.75,-2.39,-0.49,-184264522
2023-04-02 13:30:00,1971925005,-4.27,-2.43,-1.84,-335600344
2023-07-02 21:00:00,2267110912,4.87,1.77,3.1,-269242170
2023-10-02 04:30:00,2222457193,2.13,2.99,-0.86,-777968657
2024-01-01 12:00:00,1802111301,-12.07,-3.81,-8.26,-1998441220
2024-04-01 19:30:00,2276951624,-7.69,-1.15,-6.54,-1167550207
2024-07-02 03:00:00,2066017641,0.94,3.04,-2.1,38024066
2024-10-01 10:30:00,1820267632,-1.44,3.34,-4.78,-303197291
