mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-10-01 18:00:00,353356041,0.75,-1.45,0.57,106477296
2011-01-01 00:00:00,426866534,0.77,-1.6,0.79,138643799
2011-04-02 06:00:00,480370149,1.94,-1.2,1.98,202131741
2011-07-02 12:00:00,578262562,2.26,-0.55,2.13,220330224
2011-10-01 18:00:00,429977989,1.85,0.23,1.58,150685782
2012-01-01 00:00:00,505876123,3.28,0.52,2.54,176917196
2012-04-01 12:00:00,641108014,1.54,0.8,0.55,89066874
2012-07-02 00:00:00,1050410585,0.08,0.72,-1.03,-119726047
2012-10-01 12:00:00,1353599142,-1.27,0.37,-2.15,-279585747
2013-01-01 00:00:00,1322706202,-1.54,-0.27,-2.16,-490727752
2013-04-02 06:00:00,1214247424,-3.74,-0.89,-3.8,-605966204
2013-07-02 12:00:00,1681381908,-4.07,-1.02,-3.43,-1152031215
2013-10-01 18:00:00,1973111829,-3.52,-1.03,-2.73,-1537001760
2014-01-01 00:00:00,2151210120,-5.25,-1.39,-4.02,-1365641950
2014-04-02 06:00:00,2097297583,-4.82,-1.14,-3.78,-837547075
2014-07-02 12:00:00,1823409687,-4.72,-0.74,-4.0,-398336822
2014-10-01 18:00:00,1462369262,-3.18,-0.96,-2.31,108197910
2015-01-01 00:00:00,1452625579,0.1,-1.06,0.87,274545567
2015-04-02 06:00:00,1241405945,2.49,-0.86,2.9,315750582
2015-07-02 12:00:00,1380964266,2.37,-0.23,2.31,285184758
2015-10-01 18:00:00,1386997775,2.59,0.3,2.17,123749946
2016-01-01 00:00:00,1221893252,4.7,0.4,4.18,33194591
2016-04-01 12:00:00,1251017019,6.14,0.88,5.31,26398888
2016-07-02 00:00:00,1456147053,6.58,1.03,5.65,71679539
2016-10-01 12:00:00,1506236558,6.03,0.82,5.16,119233145
2017-01-01 00:00:00,1589640672,3.24,0.61,2.65,252764922
2017-04-02 06:00:00,1753545637,2.08,0.38,1.63,303951408
2017-07-02 12:00:00,1922946379,0.8,-0.03,0.83,332008543
2017-10-01 18:00:00,2102009443,-0.4,-0.67,0.31,488854201
2018-01-01 00:00:00,2232594786,-0.51,-1.32,0.8,628788719
2018-04-02 06:00:00,2047584093,2.64,-1.6,4.06,573453907
2018-07-02 12:00:00,1508798895,3.09,-0.92,3.84,320775680
2018-10-01 18:00:00,1286588955,2.51,-0.71,3.0,153690106
2019-01-01 00:00:00,1227138120,2.79,-0.64,3.1,102498423
2019-04-02 13:30:00,1294031005,0.01,-0.34,-0.47,-199607912
2019-07-02 21:00:00,1245881778,1.42,1.23,0.23,134131204
2019-10-02 04:30:00,1311868376,6.69,4.39,2.17,348809803
2020-01-01 12:00:00,1790173294,-9.79,-4.75,-5.09,-836715770
2020-04-01 19:30:00,1764900406,-1.42,-0.17,-1.06,-275739221
2020-07-02 03:00:00,1099284240,6.61,4.37,2.51,-80750336
2020-10-01 10:30:00,1193083180,4.29,0.54,4.03,258474177
2020-12-31 18:00:00,1473982015,2.83,-2.68,5.71,196537394
2021-04-02 01:30:00,917256394,-1.59,-2.25,0.87,-39644340
2021-07-02 09:00:00,913664106,3.18,2.15,1.33,47478573
2021-10-01 16:30:00,1414522741,5.96,2.73,3.23,-111587158
2022-01-01 00:00:00,1939947277,-1.05,-3.11,2.03,296999064
2022-04-02 07:30:00,1602043589,3.83,0.94,2.92,-39994143
2022-07-02 15:00:00,1508736812,8.64,1.97,6.74,567624969
2022-10-01 22:30:00,1846864972,7.14,2.13,5.08,650688635
2023-01-01 06:00:00,1947117464,-1.45,-2.04,0.46,-30794773
2023-04-02 13:30:00,1911442578,-5.09,-2.14,-2.95,-417760286
2023-07-02 21:00:00,2221945294,1.03,1.22,-0.19,-615538787
2023-10-02 04:30:00,2072811704,-0.59,2.71,-3.3,-894196645
2024-01-01 12:00:00,1700498868,-7.56,-3.94,-3.62,-460972299
2024-04-01 19:30:00,1924956360,-6.87,-0.87,-6.0,-394048168
2024-07-02 03:00:00,1790809343,-0.92,3.25,-4.17,-103667933
2024-10-01 10:30:00,1453958762,-4.83,0.88,-5.71,-134348153
2024-12-31 18:00:00,1450933460,-5.36,-2.33,-3.03,-200646435
