mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-10-01 18:00:00,,,-0.27,,
2011-01-01 00:00:00,,,-0.27,,
2011-04-02 06:00:00,,,-0.26,,
2011-07-02 12:00:00,,,-0.25,,
2011-10-01 18:00:00,,,-0.23,,
2012-01-01 00:00:00,,,-0.21,,
2012-04-01 12:00:00,,,-0.16,,
2012-07-02 00:00:00,,,-0.12,,
2012-10-01 12:00:00,,,-0.09,,
2013-01-01 00:00:00,,,-0.09,,
2013-04-02 06:00:00,,,-0.09,,
2013-07-02 12:00:00,,,-0.09,,
2013-10-01 18:00:00,,,-0.08,,
2014-01-01 00:00:00,,,-0.08,,
2014-04-02 06:00:00,,,-0.08,,
2014-07-02 12:00:00,,,-0.09,,
2014-10-01 18:00:00,,,-0.11,,
2015-01-01 00:00:00,,,-0.12,,
2015-04-02 06:00:00,11550669.0,-1.3,-0.12,-1.18,-13629789.0
2015-07-02 12:00:00,39433859.0,-1.53,-0.13,-1.4,-55207404.0
2015-10-01 18:00:00,70513168.0,-1.79,-0.14,-1.65,-116346728.0
2016-01-01 00:00:00,98126451.0,-1.98,-0.16,-1.82,-178590144.0
2016-04-01 12:00:00,146377242.0,-2.23,-0.18,-2.05,-300073344.0
2016-07-02 00:00:00,163357765.0,-2.33,-0.19,-2.14,-349585632.0
2016-10-01 12:00:00,171767668.0,-2.26,-0.2,-2.06,-353841376.0
2017-01-01 00:00:00,173439146.0,-2.08,-0.21,-1.87,-324331200.0
2017-04-02 06:00:00,161604347.0,-1.87,-0.2,-1.67,-269879264.0
2017-07-02 12:00:00,127437481.0,-1.66,-0.2,-1.46,-186058720.0
2017-10-01 18:00:00,65515252.0,-1.53,-0.18,-1.35,-88445592.0
2018-01-01 00:00:00,32522237.0,-0.97,-0.15,-0.82,-26668234.0
2018-04-02 06:00:00,39385282.0,1.57,-0.1,1.67,65773416.0
2018-07-02 12:00:00,66992911.0,2.05,-0.07,2.12,142024960.0
2018-10-01 18:00:00,85654938.0,2.37,-0.06,2.43,208141504.0
2019-01-01 00:00:00,97756270.0,2.55,-0.08,2.63,257099008.0
2019-04-02 13:30:00,97756270.0,-0.55,-0.26,-0.29,-28349318.0
2019-07-02 21:00:00,97756270.0,0.13,-0.22,0.35,34214696.0
2019-10-02 04:30:00,4906717.0,1.26,-0.06,1.32,6476866.0
2020-01-01 12:00:00,38192732.0,-1.4,-0.57,-0.83,-31699966.0
2020-04-01 19:30:00,10405808.0,-0.42,0.01,-0.43,-4474498.0
2020-07-02 03:00:00,17085225.0,1.42,0.21,1.21,20673122.0
2020-10-01 10:30:00,17085225.0,0.75,-0.04,0.79,13497327.0
2020-12-31 18:00:00,17085225.0,0.5,-0.09,0.59,10080282.0
2021-04-02 01:30:00,3276047.0,-1.28,-0.45,-0.83,-2719119.0
2021-07-02 09:00:00,3276047.0,-0.88,0.01,-0.89,-2915682.0
2021-10-01 16:30:00,56472797.0,1.32,0.72,0.6,33883680.0
2022-01-01 00:00:00,56472797.0,0.13,-0.26,0.39,22024390.0
2022-04-02 07:30:00,56472797.0,0.8,0.43,0.37,20894934.0
2022-07-02 15:00:00,8711267.0,1.31,0.16,1.15,10017957.0
2022-10-01 22:30:00,101019370.0,1.83,0.33,1.5,151529056.0
2023-01-01 06:00:00,99068880.0,2.99,-0.39,3.38,334852832.0
2023-04-02 13:30:00,162668022.0,0.73,-0.36,1.09,177308144.0
2023-07-02 21:00:00,82423175.0,-1.58,-0.28,-1.3,-107150128.0
2023-10-02 04:30:00,93733366.0,-1.56,-0.43,-1.13,-105918704.0
2024-01-01 12:00:00,106022734.0,1.46,-0.35,1.81,191901152.0
2024-04-01 19:30:00,115098477.0,-1.8,-0.47,-1.33,-153080976.0
2024-07-02 03:00:00,10831309.0,-1.45,-0.16,-1.29,-13972388.0
2024-10-01 10:30:00,10030607.0,-1.27,-0.25,-1.02,-10231219.0
2024-12-31 18:00:00,10030607.0,-0.93,-0.13,-0.8,-8024486.0
