mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-04-02 13:30:00,631559,0.12,0.01,0.11,69471
2019-07-02 21:00:00,631559,0.11,0.04,0.07,44209
2019-10-02 04:30:00,41677981,0.17,0.03,0.14,5834917
2020-01-01 12:00:00,13236894,-0.14,-0.05,-0.09,-1191320
2020-04-01 19:30:00,13236894,0.01,0.01,0.0,0
2020-07-02 03:00:00,19009631,0.15,0.03,0.12,2281156
2020-10-01 10:30:00,16339490,0.16,0.01,0.15,2450924
2020-12-31 18:00:00,1289497,-0.02,-0.0,-0.02,-25790
2021-04-02 01:30:00,1289497,-0.0,-0.02,0.02,25790
2021-07-02 09:00:00,75071851,0.18,0.06,0.12,9008622
2021-10-01 16:30:00,75071851,0.04,0.01,0.03,2252156
2022-01-01 00:00:00,75071851,-0.03,-0.03,0.0,0
2022-04-02 07:30:00,75071851,-0.04,0.0,-0.04,-3002874
2022-07-02 15:00:00,35897229,0.16,0.06,0.1,3589723
2022-10-01 22:30:00,25081357,0.17,0.01,0.16,4013017
2023-01-01 06:00:00,25081357,-0.05,-0.02,-0.03,-752441
2023-04-02 13:30:00,25081357,-0.02,0.01,-0.03,-752441
2023-07-02 21:00:00,320702,0.13,0.02,0.11,35277
2023-10-02 04:30:00,540362,0.12,0.03,0.09,48633
2024-01-01 12:00:00,16497807,-0.13,-0.03,-0.1,-1649781
2024-04-01 19:30:00,21891186,-0.15,-0.04,-0.11,-2408030
2024-07-02 03:00:00,18615071,0.15,0.02,0.13,2419959
2024-10-01 10:30:00,29212857,-0.15,-0.07,-0.08,-2337029
