mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-04-02 13:30:00,2821500958,1.2,0.18,0.45,80184905
2019-07-02 21:00:00,2813103866,-1.43,1.98,-3.2,-272177521
2019-10-02 04:30:00,3740795747,13.5,6.94,6.9,719650171
2020-01-01 12:00:00,4029132618,-11.4,-6.61,-5.06,-931153261
2020-04-01 19:30:00,3943320964,1.18,0.49,0.79,-342988579
2020-07-02 03:00:00,3575924901,14.24,5.75,9.1,324884462
2020-10-01 10:30:00,3901089836,10.81,2.1,9.1,533062098
2020-12-31 18:00:00,3597451107,6.71,-1.12,8.05,294336237
2021-04-02 01:30:00,3274694823,0.18,-3.47,3.64,-37575933
2021-07-02 09:00:00,3362450932,11.59,3.96,8.01,320133068
2021-10-01 16:30:00,4754289358,14.06,4.59,9.63,307268890
2022-01-01 00:00:00,5260337962,-1.83,-4.38,2.51,351136243
2022-04-02 07:30:00,3843023145,3.44,1.48,2.02,-327355501
2022-07-02 15:00:00,4004486197,15.03,4.0,11.16,889936676
2022-10-01 22:30:00,4146259623,14.51,4.22,10.37,985109755
2023-01-01 06:00:00,4239370956,-5.47,-4.7,-1.0,-62794945
2023-04-02 13:30:00,4577001085,-8.27,-2.69,-5.58,-700695767
2023-07-02 21:00:00,5028229052,4.91,3.79,1.11,-895735855
2023-10-02 04:30:00,4781643056,6.37,6.93,-0.45,-1228591054
2024-01-01 12:00:00,3795320058,-13.3,-4.36,-8.93,-1954546885
2024-04-01 19:30:00,4212858565,-8.89,-1.16,-7.73,-1491218112
2024-07-02 03:00:00,4288711006,7.05,6.44,0.61,34694250
2024-10-01 10:30:00,4529503460,0.34,2.68,-2.34,-363149323
2024-12-31 18:00:00,3454810525,0.28,-2.16,2.44,-72038494
