midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-02-15 21:45:00,0,0.0,-0.02,0.0,0
2019-05-18 05:15:00,0,0.0,-0.04,0.0,0
2019-08-17 12:45:00,11336424,0.22,0.05,0.17,1927192
2019-11-16 20:15:00,11336424,-0.01,0.02,-0.03,-340093
2020-02-16 03:45:00,11336424,-0.03,-0.02,-0.01,-113364
2020-05-17 11:15:00,11336424,0.05,-0.01,0.06,680185
2020-08-16 18:45:00,10563055,0.21,0.06,0.15,1584458
2020-11-16 02:15:00,10563055,0.03,0.03,0.0,0
2021-02-15 09:45:00,10563055,-0.05,-0.02,-0.03,-316892
2021-05-17 17:15:00,11770086,0.22,0.04,0.18,2118615
2021-08-17 00:45:00,3555048,0.19,0.05,0.14,497707
2021-11-16 08:15:00,3555048,0.07,0.05,0.02,71101
2022-02-15 15:45:00,3555048,0.15,0.07,0.08,284404
2022-05-17 23:15:00,4094115,0.19,0.04,0.15,614117
2022-08-17 06:45:00,13336918,0.23,0.06,0.17,2267276
2022-11-16 14:15:00,13336918,0.01,0.03,-0.02,-266738
2023-02-15 21:45:00,23898357,-0.22,-0.13,-0.09,-2150852
2023-05-18 05:15:00,23898357,0.03,0.04,-0.01,-238984
2023-08-17 12:45:00,4092863,0.19,0.05,0.14,573001
2023-11-16 20:15:00,4092863,-0.04,0.01,-0.05,-204643
2024-02-16 03:45:00,4092863,0.03,0.03,0.0,0
2024-05-17 11:15:00,4092863,0.16,0.07,0.09,368358
2024-08-16 18:45:00,20657935,-0.18,-0.11,-0.07,-1446055
