mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-10-01 22:30:00,3298940,0.38,0.23,0.15,494841
2011-01-01 00:00:00,29357012,0.42,0.27,0.15,4403552
2011-04-02 07:30:00,28640832,0.44,0.25,0.19,5441758
2011-07-02 15:00:00,28640832,0.3,0.17,0.13,3723308
2011-10-01 22:30:00,28640832,0.15,0.08,0.07,2004858
2012-01-01 00:00:00,28640832,0.04,-0.0,0.04,1145633
2012-04-01 07:30:00,28640832,-0.02,-0.05,0.03,859225
2012-07-01 15:00:00,28640832,-0.08,-0.08,0.0,0
2012-09-30 22:30:00,28640832,-0.13,-0.1,-0.03,-859225
2013-01-01 00:00:00,28640832,-0.1,-0.06,-0.04,-1145633
2013-04-02 07:30:00,28640832,0.05,0.01,0.04,1145633
2013-07-02 15:00:00,28640832,0.08,0.03,0.05,1432042
2013-10-01 22:30:00,28640832,0.07,0.04,0.03,859225
2014-01-01 00:00:00,28640832,0.07,0.03,0.04,1145633
2014-04-02 07:30:00,28640832,0.06,0.03,0.03,859225
2014-07-02 15:00:00,28640832,0.0,0.0,0.0,0
2014-10-01 22:30:00,28640832,-0.09,-0.05,-0.04,-1145633
2015-01-01 00:00:00,28640832,-0.07,-0.06,-0.01,-286408
2015-04-02 07:30:00,28640832,0.01,-0.04,0.05,1432042
2015-07-02 15:00:00,28640832,0.03,-0.02,0.05,1432042
2015-10-01 22:30:00,28640832,0.02,-0.01,0.03,859225
2016-01-01 00:00:00,28640832,0.04,0.01,0.03,859225
2016-04-01 07:30:00,28640832,0.05,0.04,0.01,286408
2016-07-01 15:00:00,28640832,0.01,0.04,-0.03,-859225
2016-09-30 22:30:00,28640832,-0.05,0.01,-0.06,-1718450
2017-01-01 00:00:00,28640832,-0.01,0.02,-0.03,-859225
2017-04-02 07:30:00,28640832,0.12,0.07,0.05,1432042
2017-07-02 15:00:00,28640832,0.13,0.08,0.05,1432042
2017-10-01 22:30:00,28640832,0.08,0.06,0.02,572817
2018-01-01 00:00:00,28640832,0.05,0.04,0.01,286408
2018-04-02 07:30:00,28640832,0.04,0.02,0.02,572817
2018-07-02 15:00:00,28640832,0.01,0.0,0.01,286408
2018-10-01 22:30:00,28640832,-0.03,-0.01,-0.02,-572817
2019-01-01 00:00:00,28640832,-0.08,-0.02,-0.06,-1718450
2019-04-02 13:30:00,28640832,-0.04,-0.05,0.01,286408
2019-07-02 21:00:00,28640832,0.02,-0.01,0.03,859225
2019-10-02 04:30:00,28640832,-0.05,-0.05,0.0,0
2020-01-01 12:00:00,28640832,-0.08,-0.07,-0.01,-286408
2020-04-01 19:30:00,28640832,0.05,0.05,0.0,0
2020-07-02 03:00:00,28640832,0.02,0.02,0.0,0
2020-10-01 10:30:00,28640832,0.04,0.01,0.03,859225
2020-12-31 18:00:00,28640832,-0.02,-0.0,-0.02,-572817
2021-04-02 01:30:00,28640832,0.04,0.06,-0.02,-572817
2021-07-02 09:00:00,28640832,-0.09,-0.1,0.01,286408
2021-10-01 16:30:00,28640832,0.17,0.17,0.0,0
2022-01-01 00:00:00,28640832,0.09,0.09,0.0,0
2022-04-02 07:30:00,28640832,0.11,0.12,-0.01,-286408
2022-07-02 15:00:00,28640832,0.0,-0.01,0.01,286408
2022-10-01 22:30:00,17733480,0.38,0.35,0.03,532004
2023-01-01 06:00:00,367862,0.06,0.02,0.04,14714
2023-04-02 13:30:00,367862,0.12,0.05,0.07,25750
2023-07-02 21:00:00,367862,-0.08,-0.13,0.05,18393
2023-10-02 04:30:00,367862,0.03,0.04,-0.01,-3679
2024-01-01 12:00:00,367862,0.02,-0.05,0.07,25750
2024-04-01 19:30:00,367862,0.01,-0.08,0.09,33108
2024-07-02 03:00:00,367862,0.01,0.01,0.0,0
2024-10-01 10:30:00,367862,0.09,0.06,0.03,11036
2024-12-31 18:00:00,367862,-0.04,-0.09,0.05,18393
