midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-08-17 06:45:00,0,0.0,-0.05,0.0,0
2010-11-16 11:15:00,0,0.0,-0.03,0.0,0
2011-02-15 15:45:00,0,0.0,0.04,0.0,0
2011-05-17 23:15:00,0,0.0,0.05,0.0,0
2011-08-17 06:45:00,0,0.0,0.08,0.0,0
2011-11-16 11:15:00,0,0.0,0.06,0.0,0
2012-02-15 15:45:00,0,0.0,0.07,0.0,0
2012-05-16 23:15:00,0,0.0,0.03,0.0,0
2012-08-16 06:45:00,6703897,0.25,0.03,0.22,1474857
2012-11-15 23:15:00,31928722,0.36,0.03,0.33,10536478
2013-02-15 15:45:00,56292743,0.54,0.04,0.5,28146372
2013-05-17 23:15:00,64248261,0.57,0.07,0.5,32124130
2013-08-17 06:45:00,51317499,0.46,0.03,0.43,22066525
2013-11-16 11:15:00,36166854,0.32,0.03,0.29,10488388
2014-02-15 15:45:00,36166854,0.12,0.03,0.09,3255017
2014-05-17 23:15:00,36166854,-0.09,-0.0,-0.09,-3255017
2014-08-17 06:45:00,5295694,-0.22,-0.02,-0.2,-1059139
2014-11-16 11:15:00,5295694,-0.15,0.03,-0.18,-953225
2015-02-15 15:45:00,5295694,-0.13,0.04,-0.17,-900268
2015-05-17 23:15:00,5295694,-0.15,0.06,-0.21,-1112096
2015-08-17 06:45:00,347778,-0.21,0.05,-0.26,-90422
2015-11-16 11:15:00,2263423,0.21,0.09,0.12,271611
2016-02-15 15:45:00,9474541,0.23,0.1,0.13,1231690
2016-05-16 23:15:00,9474541,0.05,0.05,0.0,0
2016-08-16 06:45:00,9474541,-0.09,0.02,-0.11,-1042200
2016-11-15 23:15:00,11488980,-0.26,0.01,-0.27,-3102025
2017-02-15 15:45:00,17946193,-0.29,0.01,-0.3,-5383858
2017-05-17 23:15:00,8670678,-0.23,0.01,-0.24,-2080963
2017-08-17 06:45:00,2820124,-0.22,0.02,-0.24,-676830
2017-11-16 11:15:00,3566243,-0.23,0.04,-0.27,-962886
2018-02-15 15:45:00,3566243,-0.18,0.06,-0.24,-855898
2018-05-17 23:15:00,3566243,-0.18,0.04,-0.22,-784573
2018-08-17 06:45:00,3566243,-0.1,0.02,-0.12,-427949
2018-11-16 11:15:00,3566243,-0.02,0.01,-0.03,-106987
2019-02-15 21:45:00,3566243,0.03,0.1,-0.07,-249637
2019-05-18 05:15:00,3566243,-0.06,0.0,-0.06,-213975
2019-08-17 12:45:00,3566243,0.02,0.09,-0.07,-249637
2019-11-16 20:15:00,3566243,-0.14,-0.04,-0.1,-356624
2020-02-16 03:45:00,3566243,0.05,0.11,-0.06,-213975
2020-05-17 11:15:00,3566243,0.06,0.08,-0.02,-71325
2020-08-16 18:45:00,3566243,-0.01,0.02,-0.03,-106987
2020-11-16 02:15:00,3566243,-0.12,-0.05,-0.07,-249637
2021-02-15 09:45:00,3566243,-0.02,0.04,-0.06,-213975
2021-05-17 17:15:00,3566243,0.05,0.07,-0.02,-71325
2021-08-17 00:45:00,3566243,-0.04,-0.0,-0.04,-142650
2021-11-16 08:15:00,3566243,-0.1,-0.06,-0.04,-142650
2022-02-15 15:45:00,3566243,0.02,0.02,0.0,0
2022-05-17 23:15:00,3566243,0.01,0.05,-0.04,-142650
2022-08-17 06:45:00,3566243,0.01,0.0,0.01,35662
2022-11-16 14:15:00,3566243,-0.09,-0.03,-0.06,-213975
2023-02-15 21:45:00,12827524,0.28,0.05,0.23,2950331
2023-05-18 05:15:00,54519578,0.93,0.01,0.92,50158012
2023-08-17 12:45:00,65495049,0.63,0.1,0.53,34712376
2023-11-16 20:15:00,1762948,-0.22,-0.07,-0.15,-264442
2024-02-16 03:45:00,17236146,-0.31,0.09,-0.4,-6894458
2024-05-17 11:15:00,25998995,-0.41,0.14,-0.55,-14299447
2024-08-16 18:45:00,31389922,-0.34,-0.01,-0.33,-10358674
