midcyc_datetime,evolving_union_area (m^2),evolving_union_dh (m),evolving_union_region_dh (m),evolving_union_dh_corr (m),evolving_union_dV_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dV_corr (m^3)
2019-02-15 21:45:00,429453275.73610234,-0.11567448079586029,-0.006916538812220097,-0.1087579419836402,-46706454.44719125,416262539.8995297,-0.11716434359550476,-0.013713517226278782,-0.10345082636922598,-43062703.73915925,13190735.836572647,0.006796978414058685,-0.005307115614414215,-3643750.7080320045
2019-05-18 05:15:00,429453275.73610234,0.03951442614197731,0.01658579334616661,0.0229286327958107,9846776.462311132,416262539.8995297,0.04028090462088585,0.020088383927941322,0.020192520692944527,8405389.9506189,13190735.836572647,-0.0035025905817747116,0.002736112102866173,1441386.5116922315
2019-08-17 12:45:00,429453275.73610234,0.03407077118754387,-0.011580763384699821,0.04565153457224369,19605201.06442998,416262539.8995297,0.031646728515625,-0.006560377310961485,0.038207105826586485,15904186.91358501,13190735.836572647,-0.0050203860737383366,0.007444428745657206,3701014.150844969
2019-11-16 20:15:00,429453275.73610234,-0.013519213534891605,-0.004718543030321598,-0.008800670504570007,-3779476.7768616863,416262539.8995297,-0.01287013664841652,-0.00868698675185442,-0.0041831498965620995,-1741288.6007233944,13190735.836572647,0.003968443721532822,-0.004617520608007908,-2038188.1761382918
2020-02-16 03:45:00,429453275.73610234,0.028583073988556862,0.0017454886110499501,0.026837585377506912,11525488.953217665,416262539.8995297,0.030344441533088684,0.0005914096254855394,0.029753031907603145,12385072.631570634,13190735.836572647,0.0011540789855644107,-0.002915446530096233,-859583.6783529688
2020-05-17 11:15:00,429453275.73610234,-0.05850980803370476,-0.037223558872938156,-0.0212862491607666,-9141449.430226076,416262539.8995297,-0.059913519769907,-0.03658456355333328,-0.023328956216573715,-9710970.567915898,13190735.836572647,-0.0006389953196048737,0.0020427070558071136,569521.1376898214
2020-08-16 18:45:00,429453275.73610234,-0.04241204261779785,0.006292461883276701,-0.04870450450107455,-20916309.001090206,416262539.8995297,-0.0444900281727314,0.006302556488662958,-0.05079258466139436,-21143050.29921391,13190735.836572647,-1.0094605386257172e-05,0.002088080160319805,226741.2981237024
2020-11-16 02:15:00,429453275.73610234,-0.06472031772136688,0.017819637432694435,-0.08253995515406132,-35447054.12002262,416262539.8995297,-0.06442460417747498,0.01446893997490406,-0.07889354415237904,-32840427.070544988,13190735.836572647,0.0033506974577903748,-0.0036464110016822815,-2606627.0494776294
2021-02-15 09:45:00,429453275.73610234,-0.17218254506587982,-0.05943349376320839,-0.11274905130267143,-48420449.4180701,416262539.8995297,-0.17395004630088806,-0.06332788616418839,-0.11062216013669968,-46047861.347675115,13190735.836572647,0.0038943924009799957,-0.002126891165971756,-2372588.0703949854
2021-05-17 17:15:00,429453275.73610234,-0.08423073589801788,-0.047288522124290466,-0.03694221377372742,-15864954.718070598,416262539.8995297,-0.08473550528287888,-0.04815884307026863,-0.036576662212610245,-15225494.313668292,13190735.836572647,0.0008703209459781647,-0.00036555156111717224,-639460.4044023063
2021-08-17 00:45:00,429453275.73610234,0.1135246530175209,0.0644163265824318,0.04910832643508911,21089731.653466847,416262539.8995297,0.11535920202732086,0.06389614194631577,0.051463060081005096,21422144.100321278,13190735.836572647,0.0005201846361160278,-0.002354733645915985,-332412.4468544312
2021-11-16 08:15:00,429453275.73610234,-0.0608399324119091,-0.04381316527724266,-0.017026767134666443,-7312200.921178313,416262539.8995297,-0.05862288922071457,-0.046163324266672134,-0.012459564954042435,-5186450.15381287,13190735.836572647,0.002350158989429474,-0.004567202180624008,-2125750.7673654426
2022-02-15 15:45:00,429453275.73610234,-0.1755807101726532,-0.0249321311712265,-0.1506485790014267,-64696525.7371517,416262539.8995297,-0.1769288033246994,-0.03191176429390907,-0.14501703903079033,-60365160.99566601,13190735.836572647,0.006979633122682571,-0.005631539970636368,-4331364.741485685
2022-05-17 23:15:00,429453275.73610234,-0.0863366648554802,-0.01366136223077774,-0.07267530262470245,-31210646.777291026,416262539.8995297,-0.09091232717037201,-0.010839302092790604,-0.0800730250775814,-33331400.79623277,13190735.836572647,-0.002822060137987137,0.007397722452878952,2120754.018941745
2022-08-17 06:45:00,429453275.73610234,-0.028718888759613037,-0.004961369559168816,-0.02375751920044422,-10202744.443994118,416262539.8995297,-0.027317065745592117,-0.008451715111732483,-0.018865350633859634,-7852938.770945614,13190735.836572647,0.0034903455525636673,-0.004892168566584587,-2349805.6730485037
2022-11-16 14:15:00,429453275.73610234,0.07196103781461716,0.0044809733517467976,0.06748006446287036,28979534.730463024,416262539.8995297,0.0747617781162262,0.0028160358779132366,0.07194574223831296,29948317.399077028,13190735.836572647,0.001664937473833561,-0.0044656777754426,-968782.6686140038
2023-02-15 21:45:00,429453275.73610234,-0.06726177781820297,-0.03235242888331413,-0.03490934893488884,-14991934.253902627,416262539.8995297,-0.06538107246160507,-0.033337220549583435,-0.03204385191202164,-13338655.185062528,13190735.836572647,0.0009847916662693024,-0.0028654970228672028,-1653279.0688400995
2023-05-18 05:15:00,429453275.73610234,-0.30005472898483276,-0.02320299670100212,-0.27685173228383064,-118894883.3225055,416262539.8995297,-0.30555179715156555,-0.0313403494656086,-0.27421144768595695,-114143953.68328346,13190735.836572647,0.008137352764606476,-0.0026402845978736877,-4750929.639222041
