midcyc_datetime,evolving_union_area (m^2),evolving_union_dh (m),evolving_union_region_dh (m),evolving_union_dh_corr (m),evolving_union_dV_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dV_corr (m^3)
2019-02-15 21:45:00,112189693.69847299,-0.45562461018562317,-0.17579877376556396,-0.2798258364200592,-31393574.87688545,76678329.32520771,-0.5221028923988342,-0.2319183349609375,-0.29018455743789673,-22250867.0603127,35511364.37326528,0.056119561195373535,0.010358721017837524,-9142707.816572752
2019-05-18 05:15:00,112189693.69847299,-0.13697871565818787,-0.06224625185132027,-0.0747324638068676,-8384212.223824695,76678329.32520771,-0.14301513135433197,-0.0704193115234375,-0.07259581983089447,-5566526.1806267705,35511364.37326528,0.008173059672117233,-0.0021366439759731293,-2817686.0431979243
2019-08-17 12:45:00,112189693.69847299,0.20600607991218567,-0.044583920389413834,0.2505900003015995,28113615.377736703,76678329.32520771,0.28414714336395264,-0.01511101983487606,0.2992581631988287,22946615.99101654,35511364.37326528,-0.029472900554537773,-0.048668162897229195,5166999.386720162
2019-11-16 20:15:00,112189693.69847299,-0.15840035676956177,-0.0386522077023983,-0.11974814906716347,-13434508.164804153,76678329.32520771,-0.20084229111671448,-0.06009955331683159,-0.1407427377998829,-10791917.99915078,35511364.37326528,0.02144734561443329,0.02099458873271942,-2642590.165653374
2020-02-16 03:45:00,112189693.69847299,-0.22965098917484283,-0.13227392733097076,-0.09737706184387207,-10924702.74152127,76678329.32520771,-0.26185059547424316,-0.13287273049354553,-0.12897786498069763,-9889807.206652109,35511364.37326528,0.0005988031625747681,0.03160080313682556,-1034895.5348691605
2020-05-17 11:15:00,112189693.69847299,0.2006276398897171,-0.021441424265503883,0.22206906415522099,24913860.28748079,76678329.32520771,0.2770524024963379,-0.00347900390625,0.2805314064025879,21510679.566201318,35511364.37326528,-0.017962420359253883,-0.058462342247366905,3403180.721279472
2020-08-16 18:45:00,112189693.69847299,0.08298859745264053,-0.09018735587596893,0.17317595332860947,19428557.15987775,76678329.32520771,0.14434245228767395,-0.07684406638145447,0.22118651866912842,16960212.72080763,35511364.37326528,-0.013343289494514465,-0.04801056534051895,2468344.4390701205
2020-11-16 02:15:00,112189693.69847299,0.29699763655662537,0.21381746232509613,0.08318017423152924,9331958.268820882,76678329.32520771,0.32365885376930237,0.21833640336990356,0.1053224503993988,8075949.537062956,35511364.37326528,-0.004518941044807434,-0.022142276167869568,1256008.7317579258
2021-02-15 09:45:00,112189693.69847299,-0.04222672060132027,-0.11592723429203033,0.07370051369071007,8268438.056380877,76678329.32520771,-0.01385498046875,-0.12361064553260803,0.10975566506385803,8415881.0310737,35511364.37326528,0.007683411240577698,-0.036055151373147964,-147442.97469282337
2021-05-17 17:15:00,112189693.69847299,0.18219785392284393,-0.06345847994089127,0.2456563338637352,27560108.85126227,76678329.32520771,0.2634952664375305,-0.03383837267756462,0.29733363911509514,22799046.699529726,35511364.37326528,-0.029620107263326645,-0.05167730525135994,4761062.151732545
2021-08-17 00:45:00,112189693.69847299,0.20378226041793823,-0.01814948208630085,0.22193174250423908,24898454.213518962,76678329.32520771,0.2545320689678192,0.019609149545431137,0.23492291942238808,18013496.981509108,35511364.37326528,-0.03775863163173199,-0.012991176918148994,6884957.232009854
2021-11-16 08:15:00,112189693.69847299,-0.4294450581073761,0.04929719120264053,-0.47874224931001663,-53709946.31060876,76678329.32520771,-0.5631941556930542,-0.015610544010996819,-0.5475836116820574,-41987796.50964345,35511364.37326528,0.06490773521363735,0.06884136237204075,-11722149.80096531
2022-02-15 15:45:00,112189693.69847299,0.2187262624502182,0.1011250838637352,0.117601178586483,13193640.204196949,76678329.32520771,0.24962890148162842,0.11382093280553818,0.13580796867609024,10413528.147132741,35511364.37326528,-0.012695848941802979,-0.01820679008960724,2780112.0570642073
2022-05-17 23:15:00,112189693.69847299,0.4682735800743103,0.09518714994192123,0.37308643013238907,41856452.31960947,76678329.32520771,0.587415337562561,0.1306810826063156,0.4567342549562454,35021619.61563837,35511364.37326528,-0.03549393266439438,-0.08364782482385635,6834832.703971103
2022-08-17 06:45:00,112189693.69847299,0.5394530296325684,0.06643902510404587,0.4730140045285225,53067296.28314306,76678329.32520771,0.6840592622756958,0.12243973463773727,0.5616195276379585,43064047.09569098,35511364.37326528,-0.056000709533691406,-0.08860552310943604,10003249.187452078
2022-11-16 14:15:00,112189693.69847299,0.005875199101865292,-0.17506182193756104,0.18093702103942633,20299268.9691274,76678329.32520771,0.0667024776339531,-0.16638906300067902,0.2330915406346321,17873069.915702354,35511364.37326528,-0.008672758936882019,-0.052154519595205784,2426199.0534250475
2023-02-15 21:45:00,112189693.69847299,0.1768663227558136,0.017592819407582283,0.15927350334823132,17868845.554920785,76678329.32520771,0.22682617604732513,0.02603711560368538,0.20078906044363976,15396169.701596446,35511364.37326528,-0.008444296196103096,-0.04151555709540844,2472675.853324339
2023-05-18 05:15:00,112189693.69847299,0.22178366780281067,0.0200653076171875,0.20171836018562317,22630721.042583313,76678329.32520771,0.275530606508255,0.047879669815301895,0.2276509366929531,17455893.494934272,35511364.37326528,-0.027814362198114395,-0.02593257650732994,5174827.547649041
