midcyc_datetime,evolving_union_area (m^2),evolving_union_dh (m),evolving_union_region_dh (m),evolving_union_dh_corr (m),evolving_union_dV_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dV_corr (m^3)
2019-02-15 21:45:00,108931966.40246868,0.10792423784732819,0.11423157155513763,-0.006307333707809448,-687070.2635482571,108931966.4024868,0.10792423784732819,0.11423157155513763,-0.006307333707809448,-687070.2635483713,-1.811981201171875e-05,0.0,0.0,1.1420343071222305e-07
2019-05-18 05:15:00,108931966.40246868,0.02345745451748371,0.019659023731946945,0.003798430785536766,413770.5347121937,108931966.4024868,0.02345745451748371,0.019659023731946945,0.003798430785536766,413770.53471226257,-1.811981201171875e-05,0.0,0.0,-6.885966286063194e-08
2019-08-17 12:45:00,108931966.40246868,0.1324615478515625,0.10926377028226852,0.023197777569293976,2526979.526790273,108931966.4024868,0.1324615478515625,0.10926377028226852,0.023197777569293976,2526979.5267906934,-1.811981201171875e-05,0.0,0.0,-4.2049214243888855e-07
2019-11-16 20:15:00,108931966.40246868,-0.023008493706583977,-0.01838299073278904,-0.004625502973794937,-503865.13453594904,108931966.4024868,-0.023008493706583977,-0.01838299073278904,-0.004625502973794937,-503865.13453603286,-1.811981201171875e-05,0.0,0.0,8.381903171539307e-08
2020-02-16 03:45:00,108931966.40246868,0.08383941650390625,0.07069411128759384,0.013145305216312408,1431943.9461735396,108931966.4024868,0.08383941650390625,0.07069411128759384,0.013145305216312408,1431943.9461737778,-1.811981201171875e-05,0.0,0.0,-2.3818574845790863e-07
2020-05-17 11:15:00,108931966.40246868,0.07826350629329681,0.0680815801024437,0.010181926190853119,1109137.2417344279,108931966.4024868,0.07826350629329681,0.0680815801024437,0.010181926190853119,1109137.2417346123,-1.811981201171875e-05,0.0,0.0,-1.8440186977386475e-07
2020-08-16 18:45:00,108931966.40246868,0.07150503247976303,0.06758702546358109,0.003918007016181946,426796.2086513683,108931966.4024868,0.07150503247976303,0.06758702546358109,0.003918007016181946,426796.2086514393,-1.811981201171875e-05,0.0,0.0,-7.101334631443024e-08
2020-11-16 02:15:00,108931966.40246868,-0.010662958957254887,-0.00376763753592968,-0.006895321421325207,-751120.92140202,108931966.4024868,-0.010662958957254887,-0.00376763753592968,-0.006895321421325207,-751120.921402145,-1.811981201171875e-05,0.0,0.0,1.2491364032030106e-07
2021-02-15 09:45:00,108931966.40246868,-0.0037630521692335606,-0.01059216633439064,0.00682911416515708,743908.834797514,108931966.4024868,-0.0037630521692335606,-0.01059216633439064,0.00682911416515708,743908.8347976377,-1.811981201171875e-05,0.0,0.0,-1.2363307178020477e-07
2021-05-17 17:15:00,108931966.40246868,0.13222621381282806,0.12443870306015015,0.0077875107526779175,848308.8596695745,108931966.4024868,0.13222621381282806,0.12443870306015015,0.0077875107526779175,848308.8596697156,-1.811981201171875e-05,0.0,0.0,-1.41095370054245e-07
2021-08-17 00:45:00,108931966.40246868,0.010481614619493484,0.007159366738051176,0.0033222478814423084,361898.9946019463,108931966.4024868,0.010481614619493484,0.007159366738051176,0.0033222478814423084,361898.9946020065,-1.811981201171875e-05,0.0,0.0,-6.01867213845253e-08
2021-11-16 08:15:00,108931966.40246868,-0.014558644965291023,-0.003977552521973848,-0.010581092443317175,-1152619.2065368418,108931966.4024868,-0.014558644965291023,-0.003977552521973848,-0.010581092443317175,-1152619.2065370334,-1.811981201171875e-05,0.0,0.0,1.916196197271347e-07
2022-02-15 15:45:00,108931966.40246868,-0.008851857855916023,-0.000547605159226805,-0.008304252696689218,-904598.5757533598,108931966.4024868,-0.008851857855916023,-0.000547605159226805,-0.008304252696689218,-904598.5757535103,-1.811981201171875e-05,0.0,0.0,1.5052501112222672e-07
2022-05-17 23:15:00,108931966.40246868,0.07669243216514587,0.05892060324549675,0.017771828919649124,1935920.2707856398,108931966.4024868,0.07669243216514587,0.05892060324549675,0.017771828919649124,1935920.2707859618,-1.811981201171875e-05,0.0,0.0,-3.220047801733017e-07
2022-08-17 06:45:00,108931966.40246868,0.04080963134765625,0.033409617841243744,0.007400013506412506,806098.0226583416,108931966.4024868,0.04080963134765625,0.033409617841243744,0.007400013506412506,806098.0226584757,-1.811981201171875e-05,0.0,0.0,-1.341104507446289e-07
2022-11-16 14:15:00,108931966.40246868,-0.0005364051321521401,0.009832934476435184,-0.010369339608587325,-1129552.5538584222,108931966.4024868,-0.0005364051321521401,0.009832934476435184,-0.010369339608587325,-1129552.55385861,-1.811981201171875e-05,0.0,0.0,1.878943294286728e-07
2023-02-15 21:45:00,108931966.40246868,0.04093170166015625,0.04015371575951576,0.0007779859006404877,84747.53399016394,108931966.4024868,0.04093170166015625,0.04015371575951576,0.0007779859006404877,84747.53399017804,-1.811981201171875e-05,0.0,0.0,-1.410080585628748e-08
2023-05-18 05:15:00,108931966.40246868,0.09149991720914841,0.07474410533905029,0.016755811870098114,1825243.5356796137,108931966.4024868,0.09149991720914841,0.07474410533905029,0.016755811870098114,1825243.5356799173,-1.811981201171875e-05,0.0,0.0,-3.03611159324646e-07
2023-08-17 12:45:00,108931966.40246868,0.175395667552948,0.16727682948112488,0.00811883807182312,884400.9960669198,108931966.4024868,0.175395667552948,0.16727682948112488,0.00811883807182312,884400.9960670668,-1.811981201171875e-05,0.0,0.0,-1.4703255146741867e-07
2023-11-16 20:15:00,108931966.40246868,-0.06406696140766144,-0.06775358319282532,0.0036866217851638794,401590.96044008085,108931966.4024868,-0.06406696140766144,-0.06775358319282532,0.0036866217851638794,401590.9604401476,-1.811981201171875e-05,0.0,0.0,-6.676418706774712e-08
2024-02-16 03:45:00,108931966.40246868,0.07324101030826569,0.06168144568800926,0.011559564620256424,1259206.1048409385,108931966.4024868,0.07324101030826569,0.06168144568800926,0.011559564620256424,1259206.1048411478,-1.811981201171875e-05,0.0,0.0,-2.093147486448288e-07
