mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-04-02 13:30:00,2231567852,1.32,0.4,0.02,72823234
2019-07-02 21:00:00,2241671344,-3.11,1.93,-3.91,-341508028
2019-10-02 04:30:00,3224755491,12.35,6.85,7.71,779089718
2020-01-01 12:00:00,3217767310,-8.49,-6.56,-5.29,-975198011
2020-04-01 19:30:00,3382457131,1.1,0.5,0.77,-368622501
2020-07-02 03:00:00,3120006305,12.16,5.73,8.53,318896020
2020-10-01 10:30:00,3309861055,7.63,2.12,6.2,491090776
2020-12-31 18:00:00,2972416438,7.41,-1.08,7.45,268010609
2021-04-02 01:30:00,2709201804,-0.36,-3.4,1.4,-63477824
2021-07-02 09:00:00,2901201416,9.87,3.89,7.3,311204323
2021-10-01 16:30:00,4106689319,12.28,4.57,8.72,288951673
2022-01-01 00:00:00,3440960385,-1.94,-4.4,0.83,335239043
2022-04-02 07:30:00,2794537832,2.95,1.42,2.5,-322671267
2022-07-02 15:00:00,3039032965,12.78,4.04,10.46,853585450
2022-10-01 22:30:00,3307475229,12.05,4.24,9.14,991316453
2023-01-01 06:00:00,3377886722,-4.97,-4.74,-1.01,-114236033
2023-04-02 13:30:00,3498932771,-9.29,-2.75,-7.52,-749106003
2023-07-02 21:00:00,4264076317,4.04,3.86,1.31,-893283137
2023-10-02 04:30:00,4084585685,4.4,6.87,-0.36,-1219082209
2024-01-01 12:00:00,2836887360,-11.41,-4.33,-8.79,-2124436174
2024-04-01 19:30:00,3287758139,-6.9,-1.09,-6.32,-1411502090
2024-07-02 03:00:00,3399452860,6.29,6.91,1.29,104628203
2024-10-01 10:30:00,3404074827,-8.18,1.77,-6.04,-602185884
