mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-04-02 13:30:00,,,-0.01,,
2019-07-02 21:00:00,,,0.04,,
2019-10-02 04:30:00,42188903.0,0.18,0.03,0.15,6328336.0
2020-01-01 12:00:00,17331299.0,-0.15,-0.05,-0.1,-1733130.0
2020-04-01 19:30:00,,,0.01,,
2020-07-02 03:00:00,18988922.0,0.15,0.03,0.12,2278670.0
2020-10-01 10:30:00,16585839.0,0.15,0.02,0.13,2156159.0
2020-12-31 18:00:00,,,-0.0,,
2021-04-02 01:30:00,,,-0.02,,
2021-07-02 09:00:00,74999779.0,0.18,0.07,0.11,8249976.0
2021-10-01 16:30:00,,,0.01,,
2022-01-01 00:00:00,,,-0.03,,
2022-04-02 07:30:00,,,0.0,,
2022-07-02 15:00:00,35785001.0,0.16,0.06,0.1,3578500.0
2022-10-01 22:30:00,25090426.0,0.17,0.01,0.16,4014468.0
2023-01-01 06:00:00,,,-0.02,,
2023-04-02 13:30:00,,,0.01,,
2023-07-02 21:00:00,399499.0,0.13,0.02,0.11,43945.0
2023-10-02 04:30:00,670046.0,0.14,0.04,0.1,67005.0
2024-01-01 12:00:00,12642871.0,-0.13,-0.04,-0.09,-1137858.0
2024-04-01 19:30:00,20465374.0,-0.15,-0.04,-0.11,-2251191.0
2024-07-02 03:00:00,7129856.0,0.15,0.01,0.14,998180.0
2024-10-01 10:30:00,,,-0.02,,
2024-12-31 18:00:00,,,-0.0,,
