mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-10-01 18:00:00,,,-0.02,,
2011-01-01 00:00:00,,,-0.01,,
2011-04-02 06:00:00,17538090.0,0.42,-0.01,0.43,7541379.0
2011-07-02 12:00:00,81647340.0,0.59,-0.03,0.62,50621352.0
2011-10-01 18:00:00,129288098.0,0.79,-0.02,0.81,104723360.0
2012-01-01 00:00:00,140588082.0,0.68,0.01,0.67,94194016.0
2012-04-01 12:00:00,58965042.0,-0.39,0.06,-0.45,-26534268.0
2012-07-02 00:00:00,143489534.0,-0.89,0.08,-0.97,-139184848.0
2012-10-01 12:00:00,142611126.0,-0.92,0.05,-0.97,-138332784.0
2013-01-01 00:00:00,92157451.0,-0.54,0.0,-0.54,-49765024.0
2013-04-02 06:00:00,,,-0.04,,
2013-07-02 12:00:00,11391222.0,0.43,-0.06,0.49,5581699.0
2013-10-01 18:00:00,7333598.0,0.41,-0.03,0.44,3226783.0
2014-01-01 00:00:00,9211640.0,0.41,0.0,0.41,3776772.0
2014-04-02 06:00:00,34424108.0,0.53,0.02,0.51,17556294.0
2014-07-02 12:00:00,92475912.0,0.79,-0.02,0.81,74905488.0
2014-10-01 18:00:00,126326891.0,1.08,-0.08,1.16,146539184.0
2015-01-01 00:00:00,133345401.0,0.82,-0.05,0.87,116010496.0
2015-04-02 06:00:00,54105022.0,0.48,-0.01,0.49,26511462.0
2015-07-02 12:00:00,79080916.0,-0.87,0.02,-0.89,-70382008.0
2015-10-01 18:00:00,135245810.0,-1.15,0.05,-1.2,-162294976.0
2016-01-01 00:00:00,129961984.0,-1.0,0.02,-1.02,-132561224.0
2016-04-01 12:00:00,53934999.0,-0.48,0.0,-0.48,-25888800.0
2016-07-02 00:00:00,39574442.0,0.57,-0.01,0.58,22953174.0
2016-10-01 12:00:00,110310346.0,0.91,-0.01,0.92,101485520.0
2017-01-01 00:00:00,143711360.0,1.15,-0.01,1.16,166705168.0
2017-04-02 06:00:00,142724167.0,0.95,-0.01,0.96,137015184.0
2017-07-02 12:00:00,87898385.0,0.62,-0.0,0.62,54497000.0
2017-10-01 18:00:00,1825628.0,0.38,0.0,0.38,693739.0
2018-01-01 00:00:00,10972327.0,-0.39,0.01,-0.4,-4388931.0
2018-04-02 06:00:00,22880937.0,-0.42,-0.01,-0.41,-9381184.0
2018-07-02 12:00:00,,,-0.01,,
2018-10-01 18:00:00,,,-0.0,,
2019-01-01 00:00:00,,,0.0,,
2019-04-02 13:30:00,,,0.05,,
2019-07-02 21:00:00,137712621.0,0.87,-0.08,0.95,130826992.0
2019-10-02 04:30:00,229563134.0,0.62,0.13,0.49,112485936.0
2020-01-01 12:00:00,248808667.0,-2.31,-0.13,-2.18,-542402944.0
2020-04-01 19:30:00,117983106.0,-0.67,0.05,-0.72,-84947840.0
2020-07-02 03:00:00,70408044.0,-0.68,0.01,-0.69,-48581552.0
2020-10-01 10:30:00,11766472.0,0.44,0.02,0.42,4941918.0
2020-12-31 18:00:00,20614703.0,0.61,-0.1,0.71,14636439.0
2021-04-02 01:30:00,24365016.0,0.64,0.02,0.62,15106310.0
2021-07-02 09:00:00,15818181.0,0.56,0.01,0.55,8700000.0
2021-10-01 16:30:00,12172755.0,0.46,0.0,0.46,5599468.0
2022-01-01 00:00:00,,,-0.1,,
2022-04-02 07:30:00,26387958.0,0.49,0.04,0.45,11874581.0
2022-07-02 15:00:00,,,-0.0,,
2022-10-01 22:30:00,,,-0.08,,
2023-01-01 06:00:00,162993630.0,0.14,0.08,0.06,9779618.0
2023-04-02 13:30:00,182087115.0,-0.84,-0.08,-0.76,-138386208.0
2023-07-02 21:00:00,172603741.0,-1.05,0.06,-1.11,-191590160.0
2023-10-02 04:30:00,26040378.0,0.48,0.07,0.41,10676555.0
2024-01-01 12:00:00,45216190.0,-0.1,-0.19,0.09,4069458.0
2024-04-01 19:30:00,60215831.0,0.58,0.07,0.51,30710074.0
2024-07-02 03:00:00,20203517.0,0.51,0.02,0.49,9899723.0
2024-10-01 10:30:00,19074112.0,0.52,0.0,0.52,9918538.0
2024-12-31 18:00:00,,,-0.01,,
