mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-04-02 13:30:00,1578705083,0.37,0.53,0.11,234143439
2019-07-02 21:00:00,1468187515,0.35,0.71,-0.12,-16692165
2019-10-02 04:30:00,2125097429,2.2,2.46,0.64,-249398862
2020-01-01 12:00:00,1739036128,-5.34,-1.71,-4.12,-476321455
2020-04-01 19:30:00,1706387067,1.8,0.9,1.56,-72165478
2020-07-02 03:00:00,2078491738,6.48,1.35,5.78,376684350
2020-10-01 10:30:00,2508636609,4.14,1.48,3.28,205704787
2020-12-31 18:00:00,1868583671,2.24,1.37,1.58,59376942
2021-04-02 01:30:00,1977713898,1.78,-1.07,2.17,-1000240
2021-07-02 09:00:00,2173550594,6.39,1.64,5.36,208897334
2021-10-01 16:30:00,2847174757,5.63,1.63,4.81,313923520
2022-01-01 00:00:00,1928691728,-0.94,-1.17,-0.04,34979360
2022-04-02 07:30:00,1593314743,0.84,0.5,0.72,18421078
2022-07-02 15:00:00,2060138204,5.01,1.7,3.94,337240228
2022-10-01 22:30:00,1857128817,5.71,1.91,4.33,345441014
2023-01-01 06:00:00,2139751335,-3.31,-2.45,-1.5,-42331185
2023-04-02 13:30:00,1937364955,-3.89,-0.47,-3.2,-312661249
2023-07-02 21:00:00,2164432349,1.63,2.03,0.47,-355955314
2023-10-02 04:30:00,2178653057,5.31,3.73,2.49,-318321689
2024-01-01 12:00:00,1311867007,-0.38,-0.49,0.02,-28592287
2024-04-01 19:30:00,1346106351,-0.11,-0.05,0.15,-206823935
2024-07-02 03:00:00,1730191170,5.27,2.91,2.99,63075398
2024-10-01 10:30:00,2206502962,1.24,1.64,0.7,-149821012
2024-12-31 18:00:00,0,0.0,0.3,0.0,0
