mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-10-01 18:00:00,,,-0.18,,
2011-01-01 00:00:00,,,-0.17,,
2011-04-02 06:00:00,,,-0.17,,
2011-07-02 12:00:00,,,-0.17,,
2011-10-01 18:00:00,,,-0.19,,
2012-01-01 00:00:00,,,-0.19,,
2012-04-01 12:00:00,,,-0.16,,
2012-07-02 00:00:00,,,-0.14,,
2012-10-01 12:00:00,1067788.0,-0.68,-0.16,-0.52,-555250.0
2013-01-01 00:00:00,114271214.0,-0.91,-0.17,-0.74,-84560704.0
2013-04-02 06:00:00,268020583.0,-1.35,-0.16,-1.19,-318944512.0
2013-07-02 12:00:00,370609822.0,-1.8,-0.16,-1.64,-607800128.0
2013-10-01 18:00:00,465420787.0,-2.04,-0.21,-1.83,-851720064.0
2014-01-01 00:00:00,524194562.0,-1.93,-0.28,-1.65,-864921024.0
2014-04-02 06:00:00,486397172.0,-1.59,-0.3,-1.29,-627452352.0
2014-07-02 12:00:00,386552662.0,-1.15,-0.29,-0.86,-332435296.0
2014-10-01 18:00:00,69498485.0,-0.73,-0.28,-0.45,-31274318.0
2015-01-01 00:00:00,,,-0.26,,
2015-04-02 06:00:00,10507009.0,0.73,-0.21,0.94,9876588.0
2015-07-02 12:00:00,32423888.0,0.8,-0.17,0.97,31451172.0
2015-10-01 18:00:00,32562639.0,0.77,-0.18,0.95,30934508.0
2016-01-01 00:00:00,12169261.0,0.71,-0.19,0.9,10952335.0
2016-04-01 12:00:00,1271231.0,0.67,-0.17,0.84,1067834.0
2016-07-02 00:00:00,6442307.0,0.73,-0.13,0.86,5540384.0
2016-10-01 12:00:00,46466227.0,0.76,-0.11,0.87,40425620.0
2017-01-01 00:00:00,170180243.0,0.99,-0.12,1.11,188900064.0
2017-04-02 06:00:00,261479061.0,1.51,-0.12,1.63,426210848.0
2017-07-02 12:00:00,326795641.0,2.11,-0.15,2.26,738558144.0
2017-10-01 18:00:00,348470465.0,2.35,-0.23,2.58,899053760.0
2018-01-01 00:00:00,331427517.0,2.02,-0.28,2.3,762283264.0
2018-04-02 06:00:00,275262962.0,1.4,-0.27,1.67,459689152.0
2018-07-02 12:00:00,117665467.0,0.91,-0.22,1.13,132961976.0
2018-10-01 18:00:00,11185762.0,0.76,-0.18,0.94,10514616.0
2019-01-01 00:00:00,,,-0.17,,
2019-04-02 13:30:00,,,-0.23,,
2019-07-02 21:00:00,,,0.06,,
2019-10-02 04:30:00,,,0.28,,
2020-01-01 12:00:00,185287836.0,-0.89,-0.35,-0.54,-100055440.0
2020-04-01 19:30:00,205084380.0,-0.44,-0.24,-0.2,-41016876.0
2020-07-02 03:00:00,35320579.0,0.88,0.25,0.63,22251966.0
2020-10-01 10:30:00,16538691.0,-0.73,-0.11,-0.62,-10253988.0
2020-12-31 18:00:00,323902664.0,-0.88,-0.37,-0.51,-165190352.0
2021-04-02 01:30:00,13242752.0,-0.74,-0.23,-0.51,-6753804.0
2021-07-02 09:00:00,14857036.0,-0.73,-0.1,-0.63,-9359933.0
2021-10-01 16:30:00,41099680.0,-0.37,-0.14,-0.23,-9452927.0
2022-01-01 00:00:00,291619779.0,1.16,-0.32,1.48,431597280.0
2022-04-02 07:30:00,225854429.0,-0.9,-0.24,-0.66,-149063936.0
2022-07-02 15:00:00,2885525.0,-0.23,-0.04,-0.19,-548250.0
2022-10-01 22:30:00,,,-0.09,,
2023-01-01 06:00:00,186557509.0,-0.8,-0.37,-0.43,-80219728.0
2023-04-02 13:30:00,38307295.0,-0.76,-0.24,-0.52,-19919794.0
2023-07-02 21:00:00,4059736.0,0.37,-0.09,0.46,1867479.0
2023-10-02 04:30:00,96348983.0,-0.97,-0.21,-0.76,-73225224.0
2024-01-01 12:00:00,18364201.0,-0.72,-0.21,-0.51,-9365742.0
2024-04-01 19:30:00,50170233.0,-0.73,-0.27,-0.46,-23078308.0
2024-07-02 03:00:00,,,0.17,,
2024-10-01 10:30:00,8466663.0,-0.69,-0.26,-0.43,-3640665.0
2024-12-31 18:00:00,9208231.0,-0.7,-0.33,-0.37,-3407046.0
