midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-11-16 14:15:00,0.0,0.0,-0.02997133999275705,0.0,0.0
2011-02-15 12:45:00,0.0,0.0,-0.044725028676083266,0.0,0.0
2011-05-17 23:15:00,0.0,0.0,-0.03133725789495253,0.0,0.0
2011-08-17 06:45:00,0.0,0.0,-0.008059714943393463,0.0,0.0
2011-11-16 14:15:00,0.0,0.0,0.030978725672918598,0.0,0.0
2012-02-15 12:45:00,342255.61048460007,0.2852621902145529,0.06312723068571285,0.22213495952884005,76026.93618351508
2012-05-16 23:15:00,0.0,0.0,0.07326692025621773,0.0,0.0
2012-08-16 06:45:00,0.0,0.0,0.06435933763174859,0.0,0.0
2012-11-15 14:15:00,0.0,0.0,0.06560471704104771,0.0,0.0
2013-02-16 00:45:00,0.0,0.0,0.07667158820598484,0.0,0.0
2013-05-17 23:15:00,0.0,0.0,0.058999518765078904,0.0,0.0
2013-08-17 06:45:00,0.0,0.0,0.03980943823930294,0.0,0.0
2013-11-16 14:15:00,0.0,0.0,0.015167420841022464,0.0,0.0
2014-02-15 12:45:00,152317847.19763112,0.3320734116316544,-0.0011368385266311348,0.33321025015828554,50753867.96829418
2014-05-17 23:15:00,223696955.25913644,0.47580708675274325,0.001974327652565532,0.4738327591001777,105994945.51274562
2014-08-17 06:45:00,247944165.4916954,0.486474237608127,0.039960121635820404,0.4465141159723066,110710569.86501567
2014-11-16 14:15:00,254451976.588569,0.4366153720610136,0.059211240295460446,0.37740413176555315,96031227.30043773
2015-02-15 12:45:00,208219381.0983969,0.30621012638552414,0.05867464514227788,0.24753548124324626,51541684.70436257
2015-05-17 23:15:00,0.0,0.0,0.05872061621691399,0.0,0.0
2015-08-17 06:45:00,0.0,0.0,0.057466331549660424,0.0,0.0
2015-11-16 14:15:00,0.0,0.0,0.0739131327693633,0.0,0.0
2016-02-15 12:45:00,0.0,0.0,0.07404196610695007,0.0,0.0
2016-05-16 23:15:00,0.0,0.0,0.07913480208112654,0.0,0.0
2016-08-16 06:45:00,0.0,0.0,0.06848429822711778,0.0,0.0
2016-11-15 14:15:00,0.0,0.0,0.05715009912895116,0.0,0.0
2017-02-16 00:45:00,0.0,0.0,0.055519501066319386,0.0,0.0
2017-05-17 23:15:00,0.0,0.0,0.060633561011878515,0.0,0.0
2017-08-17 06:45:00,0.0,0.0,0.045323446013011595,0.0,0.0
2017-11-16 14:15:00,0.0,0.0,0.05019329849122944,0.0,0.0
2018-02-15 12:45:00,0.0,0.0,0.04203183327741476,0.0,0.0
2018-05-17 23:15:00,0.0,0.0,0.035628336055214496,0.0,0.0
2018-08-17 06:45:00,0.0,0.0,0.04576580683785989,0.0,0.0
2018-11-16 14:15:00,0.0,0.0,0.04050170869343748,0.0,0.0
2019-02-15 12:45:00,0.0,0.0,0.043077356685078484,0.0,0.0
2019-05-18 05:15:00,0.0,0.0,0.09276074171066284,0.0,0.0
2019-08-17 12:45:00,0.0,0.0,0.05226821452379227,0.0,0.0
2019-11-16 20:15:00,47525209.395218104,0.28706204891204834,0.20149445533752441,0.08556759357452393,4066617.802074169
2020-02-16 03:45:00,0.0,0.0,-0.012518556788563728,0.0,0.0
2020-05-17 11:15:00,0.0,0.0,0.04923652857542038,0.0,0.0
2020-08-16 18:45:00,0.0,0.0,0.1200004443526268,0.0,0.0
2020-11-16 02:15:00,0.0,0.0,-0.009561628103256226,0.0,0.0
2021-02-15 09:45:00,171676413.48265526,0.32452392578125,0.0462513342499733,0.2782725915312767,47772840.48461349
2021-05-17 17:15:00,33343928.7219038,0.2927974462509155,0.0026437644846737385,0.2901536817662418,9674863.683211524
2021-08-17 00:45:00,0.0,0.0,0.11747629195451736,0.0,0.0
2021-11-16 08:15:00,0.0,0.0,0.09293545037508011,0.0,0.0
2022-02-15 15:45:00,211613034.67954367,-0.3701106309890747,-0.12092047929763794,-0.24919015169143677,-52731884.211680755
2022-05-17 23:15:00,185714828.92393106,-0.3489157259464264,0.07001080363988876,-0.41892652958631516,-77800868.77381866
2022-08-17 06:45:00,225112390.48371768,-0.5707468390464783,0.07639143615961075,-0.647138275206089,-145678844.10515267
2022-11-16 14:15:00,254889119.98577595,-0.9142128229141235,0.0039015391375869513,-0.9181143620517105,-234017361.78966257
2023-02-15 21:45:00,257309111.7647562,-1.2664166688919067,0.013204894959926605,-1.2796215638518333,-329258287.98974353
2023-05-18 05:15:00,270408866.92847145,-1.6681240797042847,-0.03484124317765236,-1.6332828365266323,-441654161.1988865
2023-08-17 12:45:00,255223073.13981092,-1.8553121089935303,0.024794815108180046,-1.8801069241017103,-479846667.00067574
2023-11-16 20:15:00,230764809.4314599,-1.8338158130645752,0.08524420112371445,-1.9190600141882896,-442851518.4616954
2024-02-16 03:45:00,218978734.26495326,-1.5971362590789795,-0.010913209058344364,-1.5862230500206351,-347349115.75541234
2024-05-17 11:15:00,214423968.7743913,-1.288313865661621,-0.0031367563642561436,-1.285177109297365,-275572776.35354066
2024-08-16 18:45:00,180218440.6319865,-0.7957279682159424,0.1214759349822998,-0.9172039031982422,-165297057.1759587
2024-11-16 02:15:00,131154737.72979355,-0.5466771125793457,-0.003762059612199664,-0.542915052967146,-71205881.381463
