mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-10-01 22:30:00,359852609,0.75,-1.45,0.58,109546640
2011-01-01 00:00:00,433430949,0.75,-1.59,0.76,140522137
2011-04-02 07:30:00,475009250,2.21,-1.26,2.12,203323909
2011-07-02 15:00:00,530973851,2.02,-0.55,2.0,216157019
2011-10-01 22:30:00,359213481,1.95,0.22,1.75,152691052
2012-01-01 00:00:00,430204457,2.91,0.53,2.41,174314188
2012-04-01 07:30:00,565614754,0.61,0.89,-0.06,81121395
2012-07-01 15:00:00,975176077,-0.55,0.78,-1.42,-123816291
2012-09-30 22:30:00,1240008646,-1.06,0.46,-2.02,-290229559
2013-01-01 00:00:00,997668881,-2.36,-0.17,-2.62,-488631018
2013-04-02 07:30:00,992193910,-3.93,-0.8,-3.94,-580962519
2013-07-02 15:00:00,1468688430,-4.06,-0.98,-3.21,-1113763456
2013-10-01 22:30:00,1835782666,-3.43,-1.12,-2.49,-1486230406
2014-01-01 00:00:00,1980864317,-5.11,-1.45,-3.81,-1329109831
2014-04-02 07:30:00,1641783315,-4.84,-1.19,-3.79,-805859594
2014-07-02 15:00:00,1256074150,-3.34,-0.79,-3.22,-351035570
2014-10-01 22:30:00,997295510,-2.75,-0.93,-2.36,93088779
2015-01-01 00:00:00,1023950400,0.95,-1.05,0.92,253751110
2015-04-02 07:30:00,684969482,2.41,-0.82,2.54,272234619
2015-07-02 15:00:00,795734638,2.08,-0.25,2.1,238240209
2015-10-01 22:30:00,788727211,1.48,0.29,1.37,51853574
2016-01-01 00:00:00,767793393,3.63,0.33,3.58,17316812
2016-04-01 07:30:00,795028705,3.69,0.82,3.32,8317715
2016-07-01 15:00:00,1029264261,5.38,0.94,4.94,44933432
2016-09-30 22:30:00,953539324,4.3,0.79,3.94,52262890
2017-01-01 00:00:00,974031830,2.02,0.68,2.15,215246492
2017-04-02 07:30:00,1145959726,1.01,0.45,1.5,280841211
2017-07-02 15:00:00,1368186437,-0.16,-0.04,0.51,291158276
2017-10-01 22:30:00,1583467070,-0.35,-0.69,0.54,478648273
2018-01-01 00:00:00,1717024313,-0.96,-1.33,0.46,618995378
2018-04-02 07:30:00,1529972128,2.92,-1.59,4.04,567208054
2018-07-02 15:00:00,851779849,3.56,-0.97,4.36,323112876
2018-10-01 22:30:00,680190163,3.33,-0.72,3.37,164935089
2019-01-01 00:00:00,586991751,1.47,-0.57,1.33,80738074
2019-04-02 13:30:00,445026216,-0.08,-0.34,-1.03,-182111630
2019-07-02 21:00:00,379899328,-0.41,1.21,-0.79,76927330
2019-10-02 04:30:00,814057502,6.38,4.34,3.33,323516504
2020-01-01 12:00:00,1106390971,-7.03,-4.74,-5.15,-859506897
2020-04-01 19:30:00,1398362852,-0.85,-0.2,-1.16,-273935281
2020-07-02 03:00:00,797623716,5.79,4.43,2.82,-79916330
2020-10-01 10:30:00,672851066,2.42,0.58,1.85,209207774
2020-12-31 18:00:00,936347891,4.79,-2.71,5.68,153738192
2021-04-02 01:30:00,621366992,-2.04,-2.21,-0.76,-57731284
2021-07-02 09:00:00,602219462,2.06,2.24,0.47,29825826
2021-10-01 16:30:00,1052897189,6.12,2.88,3.45,-114336837
2022-01-01 00:00:00,1364392266,-1.44,-3.03,0.4,232866292
2022-04-02 07:30:00,941211010,2.88,0.96,2.59,-51251826
2022-07-02 15:00:00,936834661,7.92,2.1,6.76,541871282
2022-10-01 22:30:00,1450346412,6.33,2.2,4.8,635195941
2023-01-01 06:00:00,1232025566,-1.48,-2.04,0.46,-73675371
2023-04-02 13:30:00,1501155740,-5.42,-2.17,-4.29,-429142313
2023-07-02 21:00:00,1841262815,0.29,1.29,-0.88,-625256126
2023-10-02 04:30:00,1573788900,-1.67,2.82,-3.32,-910062593
2024-01-01 12:00:00,1069210114,-5.86,-3.87,-3.68,-516699172
2024-04-01 19:30:00,1435440188,-4.3,-0.88,-4.21,-359289078
2024-07-02 03:00:00,1472859754,-1.23,3.24,-2.84,-91487237
2024-10-01 10:30:00,1008388757,-2.09,0.97,-2.86,-176712560
2024-12-31 18:00:00,0,0.0,-2.38,0.0,0
