midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-08-17 06:45:00,0,0.0,-0.0,0.0,0
2010-11-16 11:15:00,0,0.0,-0.01,0.0,0
2011-02-15 15:45:00,0,0.0,-0.01,0.0,0
2011-05-17 23:15:00,1949565,0.3,-0.0,0.3,584870
2011-08-17 06:45:00,9376643,0.4,-0.02,0.42,3938190
2011-11-16 11:15:00,0,0.0,-0.03,0.0,0
2012-02-15 15:45:00,0,0.0,0.0,0.0,0
2012-05-16 23:15:00,36870507,0.35,0.02,0.33,12167267
2012-08-16 06:45:00,49207804,0.42,0.03,0.39,19191044
2012-11-15 23:15:00,0,0.0,0.03,0.0,0
2013-02-15 15:45:00,0,0.0,0.04,0.0,0
2013-05-17 23:15:00,96251942,0.37,0.04,0.33,31763141
2013-08-17 06:45:00,63765139,0.46,0.03,0.43,27419010
2013-11-16 11:15:00,0,0.0,0.02,0.0,0
2014-02-15 15:45:00,0,0.0,0.03,0.0,0
2014-05-17 23:15:00,106405840,0.43,0.04,0.39,41498278
2014-08-17 06:45:00,102243183,0.44,0.01,0.43,43964569
2014-11-16 11:15:00,0,0.0,0.01,0.0,0
2015-02-15 15:45:00,0,0.0,0.01,0.0,0
2015-05-17 23:15:00,112025364,0.43,0.01,0.42,47050653
2015-08-17 06:45:00,104430104,0.42,0.02,0.4,41772042
2015-11-16 11:15:00,0,0.0,0.03,0.0,0
2016-02-15 15:45:00,0,0.0,0.06,0.0,0
2016-05-16 23:15:00,127722835,0.48,0.08,0.4,51089134
2016-08-16 06:45:00,134748250,0.44,0.04,0.4,53899300
2016-11-15 23:15:00,0,0.0,0.02,0.0,0
2017-02-15 15:45:00,0,0.0,0.02,0.0,0
2017-05-17 23:15:00,94153069,0.37,0.04,0.33,31070513
2017-08-17 06:45:00,90448648,0.4,0.03,0.37,33466000
2017-11-16 11:15:00,0,0.0,0.03,0.0,0
2018-02-15 15:45:00,0,0.0,0.04,0.0,0
2018-05-17 23:15:00,106987583,0.37,0.06,0.31,33166151
2018-08-17 06:45:00,95479925,0.34,0.06,0.28,26734379
2018-11-16 11:15:00,0,0.0,0.05,0.0,0
2019-02-15 21:45:00,0,0.0,-0.02,0.0,0
2019-05-18 05:15:00,0,0.0,-0.15,0.0,0
2019-08-17 12:45:00,66512262,0.56,0.29,0.27,17958311
2019-11-16 20:15:00,0,0.0,-0.03,0.0,0
2020-02-16 03:45:00,60275727,0.22,0.08,0.14,8438602
2020-05-17 11:15:00,33803154,0.26,-0.02,0.28,9464883
2020-08-16 18:45:00,13319406,0.45,0.12,0.33,4395404
2020-11-16 02:15:00,95071817,-0.02,0.03,-0.05,-4753591
2021-02-15 09:45:00,2707913,0.03,0.0,0.03,81237
2021-05-17 17:15:00,4768471,0.21,-0.03,0.24,1144433
2021-08-17 00:45:00,3924374,0.27,0.12,0.15,588656
2021-11-16 08:15:00,17037369,-0.03,0.0,-0.03,-511121
2022-02-15 15:45:00,0,0.0,-0.02,0.0,0
2022-05-17 23:15:00,0,0.0,0.02,0.0,0
2022-08-17 06:45:00,0,0.0,0.05,0.0,0
2022-11-16 14:15:00,11118149,-0.09,0.03,-0.12,-1334178
2023-02-15 21:45:00,0,0.0,-0.05,0.0,0
2023-05-18 05:15:00,25575787,0.11,0.02,0.09,2301821
2023-08-17 12:45:00,0,0.0,0.05,0.0,0
2023-11-16 20:15:00,0,0.0,0.06,0.0,0
2024-02-16 03:45:00,3948357,-0.3,-0.06,-0.24,-947606
2024-05-17 11:15:00,9812808,0.15,0.08,0.07,686897
2024-08-16 18:45:00,22747314,-0.09,-0.03,-0.06,-1364839
