mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-04-02 13:30:00,47686510,-0.6,-0.04,-0.56,-26704446
2019-07-02 21:00:00,46954467,-0.56,-0.03,-0.53,-24885868
2019-10-02 04:30:00,0,0.0,0.06,0.0,0
2020-01-01 12:00:00,0,0.0,-0.11,0.0,0
2020-04-01 19:30:00,32899069,0.53,-0.04,0.57,18752469
2020-07-02 03:00:00,59370560,0.67,0.11,0.56,33247514
2020-10-01 10:30:00,31944310,0.56,-0.03,0.59,18847143
2020-12-31 18:00:00,4269031,0.41,0.1,0.31,1323400
2021-04-02 01:30:00,0,0.0,-0.12,0.0,0
2021-07-02 09:00:00,0,0.0,-0.02,0.0,0
2021-10-01 16:30:00,20546550,0.47,0.1,0.37,7602224
2022-01-01 00:00:00,0,0.0,-0.03,0.0,0
2022-04-02 07:30:00,23955529,-0.49,-0.11,-0.38,-9103101
2022-07-02 15:00:00,0,0.0,0.04,0.0,0
2022-10-01 22:30:00,0,0.0,0.16,0.0,0
2023-01-01 06:00:00,21349453,-0.45,-0.16,-0.29,-6191341
2023-04-02 13:30:00,0,0.0,0.03,0.0,0
2023-07-02 21:00:00,58422251,0.62,0.07,0.55,32132238
2023-10-02 04:30:00,5574308,0.42,0.11,0.31,1728035
2024-01-01 12:00:00,14279677,0.43,-0.05,0.48,6854245
2024-04-01 19:30:00,146338747,-1.08,-0.2,-0.88,-128778097
2024-07-02 03:00:00,76084467,-0.25,0.2,-0.45,-34238010
2024-10-01 10:30:00,74600834,-0.67,-0.11,-0.56,-41776467
