midcyc_datetime,evolving_union_area (m^2),evolving_union_dh (m),evolving_union_region_dh (m),evolving_union_dh_corr (m),evolving_union_dV_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dV_corr (m^3)
2019-02-15 21:45:00,40909333.45707345,-0.3258233964443207,-0.07366536557674408,-0.2521580308675766,-10315616.968640711,21841636.795539856,-0.338653564453125,-0.1704782396554947,-0.1681753247976303,-3673224.3622017885,19067696.661533594,0.09681287407875061,-0.08398270606994629,-6642392.606438923
2019-05-18 05:15:00,40909333.45707345,-0.3298969864845276,-0.05829264223575592,-0.27160434424877167,-11111152.68726277,21841636.795539856,-0.33771973848342896,-0.16718468070030212,-0.17053505778312683,-3724764.7930054585,19067696.661533594,0.1088920384645462,-0.10106928646564484,-7386387.894257311
2019-08-17 12:45:00,40909333.45707345,-0.01999196782708168,0.0643310546875,-0.08432302251458168,-3449598.646157334,21841636.795539856,-0.0057830810546875,0.01772601716220379,-0.02350909821689129,-513477.1846440132,19067696.661533594,0.04660503752529621,-0.06081392429769039,-2936121.461513321
2019-11-16 20:15:00,40909333.45707345,-0.010275564156472683,-0.04193115234375,0.03165558818727732,1295009.012933123,21841636.795539856,0.0059265135787427425,-0.041001539677381516,0.04692805325612426,1024985.4947420176,19067696.661533594,-0.0009296126663684845,-0.015272465068846941,270023.51819110534
2020-02-16 03:45:00,40909333.45707345,0.03165164962410927,-0.04036865383386612,0.07202030345797539,2946302.6098419353,21841636.795539856,0.05843811109662056,-0.030503492802381516,0.08894160389900208,1942630.2083747748,19067696.661533594,-0.009865161031484604,-0.016921300441026688,1003672.4014671606
2020-05-17 11:15:00,40909333.45707345,0.032317131757736206,-0.03128661960363388,0.06360375136137009,2601987.0735630784,21841636.795539856,0.05510253831744194,-0.021904578432440758,0.0770071167498827,1681961.4747226716,19067696.661533594,-0.009382041171193123,-0.013403365388512611,920025.5988404069
2020-08-16 18:45:00,40909333.45707345,0.12491730600595474,0.03215331956744194,0.0927639864385128,3794912.8540205597,21841636.795539856,0.16071777045726776,0.04386080056428909,0.11685696989297867,2552347.493429776,19067696.661533594,-0.011707480996847153,-0.024092983454465866,1242565.3605907839
2020-11-16 02:15:00,40909333.45707345,0.07173600047826767,0.01581217534840107,0.0559238251298666,2287806.410432777,21841636.795539856,0.10605774074792862,0.013070913031697273,0.09298682771623135,2030984.5177473638,19067696.661533594,0.0027412623167037964,-0.037063002586364746,256821.89268541313
2021-02-15 09:45:00,40909333.45707345,-0.03412652760744095,-0.10863444209098816,0.07450791448354721,3048069.1187985456,21841636.795539856,-0.00982666015625,-0.09580406546592712,0.08597740530967712,1877887.2593968876,19067696.661533594,-0.012830376625061035,-0.011469490826129913,1170181.859401658
2021-05-17 17:15:00,40909333.45707345,0.06668779999017715,-0.0026448566932231188,0.06933265668340027,2836352.771726014,21841636.795539856,0.0917205810546875,0.007432204205542803,0.0842883768491447,1840996.1132246086,19067696.661533594,-0.010077060898765922,-0.014955720165744424,995356.6585014055
2021-08-17 00:45:00,40909333.45707345,0.06411053985357285,0.0074218749068677425,0.0566886649467051,2319095.49754107,21841636.795539856,0.07977294921875,0.019357534125447273,0.06041541509330273,1319571.5533196947,19067696.661533594,-0.01193565921857953,-0.003726750146597624,999523.9442213753
2021-11-16 08:15:00,40909333.45707345,0.024864934384822845,-0.01639811135828495,0.041263045743107796,1688043.697759272,21841636.795539856,0.04919128492474556,-0.017653245478868484,0.06684453040361404,1459993.954844159,19067696.661533594,0.0012551341205835342,-0.02558148466050625,228049.742915113
2022-02-15 15:45:00,40909333.45707345,-0.012130244635045528,-0.05121663585305214,0.03908639121800661,1598998.2119710597,21841636.795539856,-0.0051422119140625,-0.040055494755506516,0.034913282841444016,762563.2431627739,19067696.661533594,-0.011161141097545624,0.004173108376562595,836434.9688082858
2022-05-17 23:15:00,40909333.45707345,0.033388201147317886,0.008288574405014515,0.02509962674230337,1026809.0000489668,21841636.795539856,0.04128418117761612,0.012833815068006516,0.028450366109609604,621402.5632662292,19067696.661533594,-0.004545240662992001,-0.0033507393673062325,405406.4367827376
2022-08-17 06:45:00,40909333.45707345,0.03787723556160927,-0.0057576498948037624,0.04363488545641303,1785074.0794976053,21841636.795539856,0.03458251804113388,0.015237661078572273,0.019344856962561607,422523.339637941,19067696.661533594,-0.020995310973376036,0.024290028493851423,1362550.7398596643
2022-11-16 14:15:00,40909333.45707345,-0.030041109770536423,-0.04697265475988388,0.016931544989347458,692658.2199126562,21841636.795539856,-0.01604003831744194,-0.050579365342855453,0.03453932702541351,754395.4360514559,19067696.661533594,0.003606710582971573,-0.017607782036066055,-61737.216138799675
2023-02-15 21:45:00,40909333.45707345,-0.05133844166994095,-0.05539550632238388,0.004057064652442932,165971.81072369372,21841636.795539856,-0.05248107761144638,-0.05280010402202606,0.0003190264105796814,6968.058988066175,19067696.661533594,-0.0025954023003578186,0.0037380382418632507,159003.75173562753
2023-05-18 05:15:00,40909333.45707345,0.057558123022317886,0.004227702040225267,0.05333042098209262,2181711.9753625337,21841636.795539856,0.05059204250574112,0.032149095088243484,0.018442947417497635,402824.1589322231,19067696.661533594,-0.027921393048018217,0.034887473564594984,1778887.8164303107
